pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
early-cse,gvn,independent,,none,none,none,none,,,,,,,none,,,
early-cse,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->early-cse,kind=activation round=1 prefix=indvars writes=inst:Try:%10;inst:Try:%11;inst:Try:%12;inst:Try:%13;inst:Try:%14;inst:Try:%15;inst:Try:%16;inst:Try:%17;inst:Try:%18;inst:Try:%19;inst:Try:%20;inst:Try:%21;inst:Try:%22;inst:Try:%23;inst:Try:%24;inst:Try:%25;inst:Try:%26;inst:Try:%27;inst:Try:%28;inst:Try:%29;inst:Try:%30;inst:Try:%31;inst:Try:%32;inst:Try:%33;inst:Try:%34;inst:Try:%35;inst:Try:%36;inst:Try:%37;inst:Try:%38;inst:Try:%39;inst:Try:%8;inst:Try:%9
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,licm,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
early-cse,reassociate,independent,,none,none,none,none,,,,,,,none,,,
early-cse,sccp,independent,,none,none,none,none,,,,,,,none,,,
early-cse,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
gvn,indvars,dependent,read_write;enablement,strong,strong,strong,none,inst:Queens:%6;inst:Queens:%8;inst:Queens:%9;inst:Try:%8;inst:main:%5,inst:Queens:%6;inst:Queens:%8;inst:Queens:%9;inst:Try:%8;inst:main:%5,inst:Queens:%5;inst:Queens:%6;inst:Queens:%7;inst:Queens:%8;inst:Queens:%9;inst:Try:%8;inst:main:%4;inst:main:%5,inst:Queens:%5;inst:Queens:%6;inst:Queens:%7;inst:Queens:%8;inst:Queens:%9;inst:Try:%8;inst:main:%4;inst:main:%5,,inst,mixed,expansion,gvn->indvars;indvars->gvn,kind=expansion round=1 prefix=gvn writes=inst:Doit:%.0;inst:Doit:%10;inst:Doit:%11;inst:Doit:%12;inst:Doit:%13;inst:Doit:%14;inst:Doit:%16;inst:Doit:%18;inst:Doit:%19;inst:Doit:%20;inst:Doit:%21;inst:Doit:%23;inst:Doit:%24;inst:Doit:%25;inst:Doit:%27;inst:Doit:%29;inst:Doit:%30;inst:Doit:%32;inst:Doit:%7;inst:Doit:%8;inst:Doit:%9;inst:Doit:%exitcond;inst:Doit:%indvars.iv;inst:Doit:%indvars.iv.next;inst:Queens:%3;inst:Queens:%4;inst:Queens:%5;inst:Queens:%6;inst:Queens:%7;inst:Queens:%8;inst:Queens:%exitcond;inst:Try:%.0;inst:Try:%10;inst:Try:%11;inst:Try:%13;inst:Try:%15;inst:Try:%16;inst:Try:%21;inst:Try:%22;inst:Try:%23;inst:Try:%24;inst:Try:%25;inst:Try:%26;inst:Try:%27;inst:Try:%28;inst:Try:%29;inst:Try:%30;inst:Try:%31;inst:Try:%32;inst:Try:%33;inst:Try:%34;inst:Try:%35;inst:Try:%36;inst:Try:%37;inst:Try:%38;inst:Try:%39;inst:Try:%40;inst:Try:%7;inst:Try:%8;inst:Try:%9;inst:Try:%indvars.iv;inst:Try:%indvars.iv.next;inst:main:%2;inst:main:%3;inst:main:%4;inst:main:%exitcond;kind=expansion round=1 prefix=indvars writes=bb:Queens:bb3;bb:main:bb3;inst:Queens:%4;inst:Queens:%5;inst:Queens:%6;inst:Queens:%7;inst:Queens:%8;inst:Queens:bb1:2:br;inst:Queens:bb3:1:br;inst:Try:%.pre;inst:Try:%.pre.pre;inst:Try:%.pre.pre.pre;inst:Try:%.pre.pre.pre.pre;inst:Try:%10;inst:Try:%11;inst:Try:%12;inst:Try:%13;inst:Try:%14;inst:Try:%15;inst:Try:%16;inst:Try:%17;inst:Try:%18;inst:Try:%19;inst:Try:%20;inst:Try:%21;inst:Try:%22;inst:Try:%23;inst:Try:%24;inst:Try:%25;inst:Try:%26;inst:Try:%27;inst:Try:%28;inst:Try:%29;inst:Try:%30;inst:Try:%31;inst:Try:%32;inst:Try:%33;inst:Try:%34;inst:Try:%35;inst:Try:%36;inst:Try:%37;inst:Try:%38;inst:Try:%39;inst:Try:%8;inst:Try:%9;inst:main:%3;inst:main:%4;inst:main:bb1:2:br;inst:main:bb3:1:br;loop:Queens:bb0;loop:main:bb0
gvn,instcombine,dependent,read_write;enablement,strong,strong,strong,none,inst:Queens:%6;inst:Queens:%9;inst:main:%5,inst:Queens:%6;inst:Queens:%9;inst:main:%5,inst:Queens:%6;inst:Queens:%9;inst:main:%5,inst:Queens:%6;inst:Queens:%9;inst:main:%5,,inst,symmetric_rewrite,expansion;mutation,instcombine->gvn;gvn->instcombine,kind=mutation round=1 prefix=instcombine writes=bb:Queens:bb3;bb:main:bb3;inst:Queens:%5;inst:Queens:%6;inst:Queens:%7;inst:Queens:%8;inst:Queens:%9;inst:Queens:bb1:2:br;inst:Queens:bb3:1:br;inst:Try:%.pre;inst:Try:%.pre.pre;inst:Try:%.pre.pre.pre;inst:Try:%.pre.pre.pre.pre;inst:Try:%8;inst:main:%4;inst:main:%5;inst:main:bb1:2:br;inst:main:bb3:1:br;loop:Queens:bb0;loop:main:bb0;kind=expansion round=1 prefix=gvn writes=inst:Doit:%.not;inst:Doit:%11;inst:Doit:%13;inst:Doit:%14;inst:Doit:%16;inst:Doit:%18;inst:Doit:%19;inst:Doit:%21;inst:Doit:%23;inst:Doit:%24;inst:Doit:%25;inst:Doit:%30;inst:Doit:%32;inst:Doit:%7;inst:Doit:%9;inst:Doit:%puts;inst:Doit:bb10:1:br;inst:Doit:bb10:1:ret;inst:Doit:bb11:1:br;inst:Doit:bb11:1:ret;inst:Doit:bb2:1:call;inst:Queens:%3;inst:Queens:%5;inst:Queens:%8;inst:Try:%.not;inst:Try:%.not4;inst:Try:%.not5;inst:Try:%.not6;inst:Try:%.not7;inst:Try:%10;inst:Try:%11;inst:Try:%12;inst:Try:%13;inst:Try:%14;inst:Try:%15;inst:Try:%16;inst:Try:%17;inst:Try:%18;inst:Try:%19;inst:Try:%20;inst:Try:%21;inst:Try:%22;inst:Try:%23;inst:Try:%24;inst:Try:%25;inst:Try:%26;inst:Try:%27;inst:Try:%28;inst:Try:%29;inst:Try:%30;inst:Try:%31;inst:Try:%32;inst:Try:%34;inst:Try:%35;inst:Try:%36;inst:Try:%38;inst:Try:%39;inst:Try:%40;inst:Try:%9;inst:Try:bb11:1:br;inst:Try:bb11:1:store;inst:Try:bb11:2:store;inst:Try:bb11:3:store;inst:Try:bb11:4:br;inst:Try:bb12:1:br;inst:Try:bb12:1:store;inst:Try:bb12:2:store;inst:Try:bb12:3:store;inst:Try:bb12:4:br;inst:Try:bb1:1:br;inst:Try:bb2:1:br;inst:Try:bb5:1:br;inst:Try:bb6:1:br;inst:Try:bb9:1:call;inst:main:%2;inst:main:%4;loop:Try:bb0
