pass_a,pass_b,commute,ab_path,ba_path,details
instcombine,simplifycfg,false,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__simplifycfg.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\simplifycfg__then__instcombine.ll,"function @llvm.umax.i64 exists only in right module
function @llvm.abs.i32 exists only in right module
in function compdecomp:
  in block %66 / %66:
    >   %.045 = phi i64 [ 0, %63 ], [ %.146, %87 ]
    >   %.042 = phi i64 [ 0, %63 ], [ %88, %87 ]
    >   %.039 = phi i64 [ 0, %63 ], [ %.140, %87 ]
    <   %.045 = phi i64 [ 0, %63 ], [ %.146, %89 ]
    <   %.042 = phi i64 [ 0, %63 ], [ %90, %89 ]
    <   %.039 = phi i64 [ 0, %63 ], [ %.140, %89 ]
  in block %74 / %74:
    >   br label %75
    <   %.043 = phi i64 [ %.144, %75 ], [ 0, %68 ]
    <   %.042.pn = phi i64 [ %79, %75 ], [ %.042, %68 ]
    <   %.05 = phi i64 [ %80, %75 ], [ 1, %68 ]
    <   %.3 = phi i64 [ %81, %75 ], [ 0, %68 ]
    <   %.037.in = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %.042.pn
    <   %.037 = load i32, ptr %.037.in, align 4
    <   %.not7 = icmp eq i32 %.037, 0
    <   br i1 %.not7, label %82, label %75
  in block %89 / %87:
    >   %.146 = phi i64 [ %spec.select, %82 ], [ %.045, %71 ]
    >   %.140 = phi i64 [ %.241, %82 ], [ %.039, %71 ]
    <   %.146 = phi i64 [ %spec.select, %82 ], [ %.045, %71 ]
    <   %.140 = phi i64 [ %.241, %82 ], [ %.039, %71 ]
  in block %101 / %99:
    >   %.028 = phi i64 [ %.129, %139 ], [ 0, %94 ]
    >   %.024 = phi i8 [ %.125, %139 ], [ 0, %94 ]
    <   %.028 = phi i64 [ %.129, %141 ], [ 0, %96 ]
    <   %.024 = phi i8 [ %.125, %141 ], [ 0, %96 ]
        %.16 = phi i64 [ %143, %141 ], [ 0, %96 ]
    >   %.01 = phi i32 [ %.1, %139 ], [ -1, %94 ]
    <   %.01 = phi i32 [ %.1, %141 ], [ -1, %96 ]
  in block %112 / %110:
    >   %.129 = phi i64 [ %.028, %101 ], [ %.230, %129 ]
    >   %.125 = phi i8 [ %.024, %101 ], [ %.327, %129 ]
    >   %.015 = phi i64 [ %109, %101 ], [ %137, %129 ]
    >   %.4 = phi i64 [ 0, %101 ], [ %138, %129 ]
    >   %.1 = phi i32 [ %.01, %101 ], [ %.2, %129 ]
    <   %.129 = phi i64 [ %.028, %103 ], [ %.230, %131 ]
    <   %.125 = phi i8 [ %.024, %103 ], [ %spec.select9, %131 ]
    <   %.015 = phi i64 [ %111, %103 ], [ %139, %131 ]
    <   %.4 = phi i64 [ 0, %103 ], [ %140, %131 ]
    <   %.1 = phi i32 [ %.01, %103 ], [ %.2, %131 ]
        %113 = load i8, ptr %.134, align 1
        %114 = zext i8 %113 to i64
        %115 = getelementptr inbounds nuw i8, ptr %7, i64 %114
        %116 = load i8, ptr %115, align 1
        %117 = zext i8 %116 to i64
    >   %116 = icmp ult i64 %.4, %115
    >   br i1 %116, label %117, label %139
    <   %118 = icmp ult i64 %.4, %117
    <   br i1 %118, label %119, label %141
  in block %219 / %217:
    >   %.235 = phi ptr [ %.336, %241 ], [ %0, %211 ]
    >   %.031 = phi ptr [ %.132, %241 ], [ %11, %211 ]
    >   %.221 = phi i32 [ %.423, %241 ], [ 0, %211 ]
    >   %.217 = phi i64 [ %.318, %241 ], [ 128, %211 ]
    >   %.313 = phi i64 [ %.414, %241 ], [ 0, %211 ]
    >   %.7 = phi i64 [ %.9, %241 ], [ %.49, %211 ]
    >   %218 = icmp ult i64 %.313, %1
    >   br i1 %218, label %219, label %244
    <   %.235 = phi ptr [ %.336, %243 ], [ %0, %213 ]
    <   %.031 = phi ptr [ %.132, %243 ], [ %11, %213 ]
    <   %.221 = phi i32 [ %.423, %243 ], [ 0, %213 ]
    <   %.217 = phi i64 [ %.318, %243 ], [ 128, %213 ]
    <   %.313 = phi i64 [ %.414, %243 ], [ 0, %213 ]
    <   %.7 = phi i64 [ %.9, %243 ], [ %.49, %213 ]
    <   %220 = icmp ult i64 %.313, %1
    <   br i1 %220, label %221, label %247

in function heap_adjust:
  in block %9 / %9:
    >   %.01 = phi i32 [ %3, %4 ], [ %.0, %39 ]
    <   %.01 = phi i32 [ %3, %4 ], [ %.0, %39 ]
  in block %14 / %14:
    >   %27 = zext i1 %26 to i32
    >   %spec.select = or disjoint i32 %12, %27
    <   %27 = or disjoint i32 %12, 1
    <   %spec.select = select i1 %26, i32 %27, i32 %12
  in block %28 / %28:
    >   %.0 = phi i32 [ %12, %11 ], [ %spec.select, %14 ]
    <   %.0 = phi i32 [ %12, %11 ], [ %spec.select, %14 ]
        %sext = shl i64 %8, 32
        %29 = ashr exact i64 %sext, 29
        %30 = getelementptr inbounds i8, ptr %0, i64 %29
        %31 = load i64, ptr %30, align 8
    >   %32 = sext i32 %.0 to i64
    >   %33 = getelementptr [8 x i8], ptr %1, i64 %32
    >   %34 = getelementptr i8, ptr %33, i64 -8
    >   %35 = load i64, ptr %34, align 8
    >   %36 = getelementptr inbounds nuw [8 x i8], ptr %0, i64 %35
    >   %37 = load i64, ptr %36, align 8
    >   %38 = icmp ult i64 %31, %37
    >   br i1 %38, label %47, label %39
    <   %32 = sext i32 %.0 to i64
    <   %33 = getelementptr [8 x i8], ptr %1, i64 %32
    <   %34 = getelementptr i8, ptr %33, i64 -8
    <   %35 = load i64, ptr %34, align 8
    <   %36 = getelementptr inbounds nuw [8 x i8], ptr %0, i64 %35
    <   %37 = load i64, ptr %36, align 8
    <   %38 = icmp ult i64 %31, %37
    <   br i1 %38, label %47, label %39
  in block %39 / %39:
    >   %40 = sext i32 %.0 to i64
    <   %40 = sext i32 %.0 to i64

in function main:
  in block %12 / %12:
    >   %.not1 = phi i1 [ true, %2 ], [ true, %4 ], [ false, %6 ]
    <   %.0 = phi i1 [ true, %2 ], [ %5, %6 ], [ %5, %4 ]
  in block %4 / %4:
    >   %.01 = phi i32 [ %11, %10 ], [ 1, %2 ]
    >   %5 = icmp slt i32 %.01, %0
    >   br i1 %5, label %6, label %12
    <   %.01 = phi i32 [ %11, %10 ], [ 1, %2 ]
    <   %5 = icmp sge i32 %.01, %0
    <   br i1 %5, label %12, label %6"
instcombine,dce,true,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__dce.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\dce__then__instcombine.ll,
instcombine,early-cse,false,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__early-cse.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\early-cse__then__instcombine.ll,"in function compdecomp:
  in block %43 / %43:
    >   %.212 = phi i64 [ %.010, %42 ], [ %46, %45 ]
    <   %.212 = phi i64 [ %.010, %42 ], [ %46, %45 ]
  in block %45 / %45:
    >   %57 = add i64 %.212, 255
    >   %58 = getelementptr inbounds nuw [8 x i8], ptr %3, i64 %57
    >   store i64 %56, ptr %58, align 8
    >   %59 = trunc i64 %57 to i32
    >   %60 = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %47
    >   store i32 %59, ptr %60, align 4
    <   %57 = getelementptr [8 x i8], ptr %3, i64 %.212
    <   %58 = getelementptr i8, ptr %57, i64 2040
    <   store i64 %56, ptr %58, align 8
        %59 = trunc i64 %.212 to i32
    <   %60 = add i32 %59, 255
    <   %61 = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %47
    <   store i32 %60, ptr %61, align 4
        %62 = sub i32 -255, %59
        %63 = load i64, ptr %4, align 16
        %64 = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %63
        store i32 %62, ptr %64, align 4
    <   %65 = add i64 %.212, 255
  in block %211 / %210:
    >   %.38 = phi i64 [ %.6, %205 ], [ %226, %218 ]
    <   %.38 = phi i64 [ %.6, %206 ], [ %226, %219 ]
  in block %219 / %218:
    >   %219 = add i64 %.38, -1
    >   %220 = getelementptr inbounds nuw [4 x i8], ptr %8, i64 %219
    >   %221 = load i32, ptr %220, align 4
        %220 = getelementptr [4 x i8], ptr %8, i64 %.38
    >   store i32 %221, ptr %222, align 4
    >   %223 = getelementptr inbounds nuw i8, ptr %9, i64 %219
    >   %224 = load i8, ptr %223, align 1
    <   %221 = getelementptr i8, ptr %220, i64 -4
    <   %222 = load i32, ptr %221, align 4
    <   store i32 %222, ptr %220, align 4
        %223 = getelementptr i8, ptr %9, i64 %.38
    >   store i8 %224, ptr %225, align 1
    <   %224 = getelementptr i8, ptr %223, i64 -1
    <   %225 = load i8, ptr %224, align 1
    <   store i8 %225, ptr %223, align 1

in function heap_adjust:
  in block %14 / %14:
    in instruction %21 / %23:
      operands %16 and %22 differ
    >   %21 = sext i32 %12 to i64
    >   %22 = getelementptr inbounds [8 x i8], ptr %1, i64 %21

in function random4:
  in block %0 / %0:
    <   store i32 %6, ptr @seed, align 4"
instcombine,gvn,false,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__gvn.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\gvn__then__instcombine.ll,"in function compdecomp:
  in block %40 / %40:
    >   %.212 = phi i64 [ %.010, %39 ], [ %43, %42 ]
    <   %.212 = phi i64 [ %.010, %39 ], [ %43, %42 ]
  in block %42 / %42:
    >   %54 = add i64 %.212, 255
    >   %55 = getelementptr inbounds nuw [8 x i8], ptr %3, i64 %54
    >   store i64 %53, ptr %55, align 8
    >   %56 = trunc i64 %54 to i32
    >   %57 = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %44
    >   store i32 %56, ptr %57, align 4
    <   %54 = getelementptr [8 x i8], ptr %3, i64 %.212
    <   %55 = getelementptr i8, ptr %54, i64 2040
    <   store i64 %53, ptr %55, align 8
        %56 = trunc i64 %.212 to i32
    <   %57 = add i32 %56, 255
    <   %58 = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %44
    <   store i32 %57, ptr %58, align 4
        %59 = sub i32 -255, %56
        %60 = getelementptr inbounds nuw [4 x i8], ptr %5, i64 %48
        store i32 %59, ptr %60, align 4
    <   %61 = add i64 %.212, 255
  in block %108 / %107:
    >   %.028 = phi i64 [ 0, %106 ], [ %.129, %146 ]
    >   %.024 = phi i8 [ 0, %106 ], [ %.125, %146 ]
    <   %.028 = phi i64 [ 0, %107 ], [ %.129, %150 ]
    <   %.024 = phi i8 [ 0, %107 ], [ %.125, %150 ]
        %.16 = phi i64 [ 0, %107 ], [ %152, %150 ]
    >   %.01 = phi i32 [ -1, %106 ], [ %.1, %146 ]
    <   %.01 = phi i32 [ -1, %107 ], [ %.1, %150 ]
  in block %119 / %118:
    >   %119 = phi i8 [ %110, %109 ], [ %.pre-phi.in, %143 ]
    >   %120 = phi i8 [ %113, %109 ], [ %.pre, %143 ]
    >   %.129 = phi i64 [ %.028, %109 ], [ %.230, %143 ]
    >   %.125 = phi i8 [ %.024, %109 ], [ %.327, %143 ]
    >   %.015 = phi i64 [ %117, %109 ], [ %144, %143 ]
    >   %.4 = phi i64 [ 0, %109 ], [ %145, %143 ]
    >   %.1 = phi i32 [ %.01, %109 ], [ %.2, %143 ]
    >   %121 = zext i8 %120 to i64
    >   %122 = icmp ult i64 %.4, %121
    >   br i1 %122, label %123, label %146
    <   %120 = phi i8 [ %111, %110 ], [ %140, %147 ]
    <   %121 = phi i8 [ %114, %110 ], [ %.pre, %147 ]
    <   %.129 = phi i64 [ %.028, %110 ], [ %.230, %147 ]
    <   %.125 = phi i8 [ %.024, %110 ], [ %.327, %147 ]
    <   %.015 = phi i64 [ %118, %110 ], [ %148, %147 ]
    <   %.4 = phi i64 [ 0, %110 ], [ %149, %147 ]
    <   %.1 = phi i32 [ %.01, %110 ], [ %.2, %147 ]
    <   %122 = zext i8 %120 to i64
    <   %123 = getelementptr inbounds nuw i8, ptr %7, i64 %122
    <   %124 = zext i8 %121 to i64
    <   %125 = icmp ult i64 %.4, %124
    <   br i1 %125, label %126, label %150
  in block %199 / %195:
    >   %.38 = phi i64 [ %.6, %190 ], [ %211, %203 ]
    <   %.38 = phi i64 [ %.6, %194 ], [ %214, %207 ]
  in block %207 / %203:
    >   %204 = add i64 %.38, -1
    >   %205 = getelementptr inbounds nuw [4 x i8], ptr %8, i64 %204
    >   %206 = load i32, ptr %205, align 4
        %208 = getelementptr [4 x i8], ptr %8, i64 %.38
    >   store i32 %206, ptr %207, align 4
    >   %208 = getelementptr inbounds nuw i8, ptr %9, i64 %204
    >   %209 = load i8, ptr %208, align 1
    <   %209 = getelementptr i8, ptr %208, i64 -4
    <   %210 = load i32, ptr %209, align 4
    <   store i32 %210, ptr %208, align 4
        %211 = getelementptr i8, ptr %9, i64 %.38
    >   store i8 %209, ptr %210, align 1
    <   %212 = getelementptr i8, ptr %211, i64 -1
    <   %213 = load i8, ptr %212, align 1
    <   store i8 %213, ptr %211, align 1

in function heap_adjust:
  in block %9 / %9:
    >   %.01 = phi i32 [ %3, %4 ], [ %.0, %41 ]
    <   %.01 = phi i32 [ %3, %4 ], [ %.0, %39 ]
  in block %._crit_edge:
    >   %.pre = ashr exact i64 %sext, 32
  in block %14 / %14:
    in instruction %21 / %23:
      operands %16 and %22 differ
    >   %21 = sext i32 %12 to i64
    >   %22 = getelementptr inbounds [8 x i8], ptr %1, i64 %21
  in block %39 / %41:
    >   store i64 %36, ptr %44, align 8
    <   store i64 %34, ptr %42, align 8
  in block %27 / %29:
    >   %.0 = phi i32 [ %28, %27 ], [ %12, %14 ], [ %12, %11 ]
    <   %.0 = phi i32 [ %26, %25 ], [ %12, %14 ], [ %12, %11 ]
        %sext = shl i64 %8, 32
    >   %30 = ashr exact i64 %sext1, 32
    >   %31 = getelementptr inbounds [8 x i8], ptr %0, i64 %30
    >   %32 = load i64, ptr %31, align 8
    >   %33 = sext i32 %.0 to i64
    >   %34 = getelementptr [8 x i8], ptr %1, i64 %33
    >   %35 = getelementptr i8, ptr %34, i64 -8
    >   %36 = load i64, ptr %35, align 8
    >   %37 = getelementptr inbounds nuw [8 x i8], ptr %0, i64 %36
    >   %38 = load i64, ptr %37, align 8
    >   %39 = icmp ult i64 %32, %38
    >   br i1 %39, label %40, label %41
    <   %28 = ashr exact i64 %sext, 29
    <   %29 = getelementptr inbounds i8, ptr %0, i64 %28
    <   %30 = load i64, ptr %29, align 8
    <   %31 = sext i32 %.0 to i64
    <   %32 = getelementptr [8 x i8], ptr %1, i64 %31
    <   %33 = getelementptr i8, ptr %32, i64 -8
    <   %34 = load i64, ptr %33, align 8
    <   %35 = getelementptr inbounds nuw [8 x i8], ptr %0, i64 %34
    <   %36 = load i64, ptr %35, align 8
    <   %37 = icmp ult i64 %30, %36
    <   br i1 %37, label %38, label %39

in function random4:
  in block %0 / %0:
    <   store i32 %6, ptr @seed, align 4"
instcombine,sccp,true,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__sccp.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\sccp__then__instcombine.ll,
instcombine,adce,true,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__adce.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\adce__then__instcombine.ll,
instcombine,loop-simplify,true,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__loop-simplify.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\loop-simplify__then__instcombine.ll,
instcombine,loop-rotate,false,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__loop-rotate.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\loop-rotate__then__instcombine.ll,"in function generate_test_data:
  in block %1 / %1:
    >   %.not = icmp eq i64 %0, 0
    >   br i1 %.not, label %12, label %.lr.ph
    <   %3 = icmp ugt i64 %0, 0
    <   br i1 %3, label %.lr.ph, label %13

in function compdecomp:
  in block %2 / %2:
    >   %.not = icmp eq i64 %1, 0
    >   br i1 %.not, label %23, label %.lr.ph
    <   %13 = icmp ult i64 0, %1
    <   br i1 %13, label %.lr.ph, label %24

in function heap_adjust:
  in block %.loopexit:
    >   %.01.lcssa = phi i32 [ %.0, %..loopexit_crit_edge ], [ %3, %4 ]
    <   %.01.lcssa = phi i32 [ %split, %..loopexit_crit_edge ], [ %3, %4 ]
  in block %48 / %48:
    >   %.012 = phi i32 [ %.01.lcssa, %.loopexit ], [ %.013, %39 ]
    <   %.013 = phi i32 [ %.01.lcssa, %.loopexit ], [ %.01.lcssa2, %39 ]
  in block %39 / %39:
    <   %.01.lcssa2 = phi i32 [ %.015, %28 ]
  in block %..loopexit_crit_edge:
    <   %split = phi i32 [ %.0, %40 ]

in function main:
  in block %17 / %15:
    >   %.0 = phi i1 [ %.not, %14 ], [ true, %2 ]
    <   %.0 = phi i1 [ %16, %15 ], [ true, %2 ]
  in block %5 / %5:
    >   %.011 = phi i32 [ 1, %4 ], [ %12, %11 ]
    <   %6 = phi i1 [ false, %4 ], [ %14, %12 ]
    <   %.013 = phi i32 [ 1, %4 ], [ %13, %12 ]
        %7 = getelementptr inbounds nuw i8, ptr %1, i64 8
        %8 = load ptr, ptr %7, align 8
        %9 = call i32 @strcmp(ptr noundef nonnull dereferenceable(1) %8, ptr noundef nonnull dereferenceable(4) @.str.4) #7
    >   %.not = icmp ne i32 %8, 0
    >   br i1 %.not, label %10, label %9
    <   %.not = icmp eq i32 %9, 0
    <   br i1 %.not, label %10, label %11"
instcombine,licm,false,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__licm.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\licm__then__instcombine.ll,"in function compdecomp:
  in block %36 / %36:
    >   %37 = trunc i64 %.010 to i32
    <   %.010.lcssa = phi i64 [ %.010, %25 ]
    <   %37 = trunc i64 %.010.lcssa to i32

in function heap_adjust:
  in block %.loopexit:
    <   %.01.lcssa = phi i32 [ %.01, %12 ]
  in block %40 / %40:
    <   %.01.lcssa2 = phi i32 [ %.01, %31 ]

in function main:
  in block %17 / %16:
    >   %.0 = phi i1 [ %7, %15 ], [ true, %2 ]
    <   %.0 = phi i1 [ %16, %15 ], [ true, %2 ]
  in block %.loopexit:
    <   %.lcssa = phi i1 [ %7, %6 ]
  in block %11 / %11:
    <   %.lcssa2 = phi i1 [ %7, %8 ]"
instcombine,indvars,false,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\instcombine__then__indvars.ll,results\paper_full\CoyoteBench_huffbench\round_001\analysis\CoyoteBench_huffbench\commutativity\indvars__then__instcombine.ll,"in function generate_test_data:
  in block %3 / %3:
    >   %indvars.iv = phi i64 [ %indvars.iv.next, %8 ], [ 0, %1 ]
    >   %.01 = phi ptr [ %9, %8 ], [ %2, %1 ]
    >   %exitcond.not = icmp eq i64 %indvars.iv, %0
    >   br i1 %exitcond.not, label %10, label %4
    <   %indvars.iv = phi i64 [ %indvars.iv.next, %8 ], [ 0, %1 ]
    <   %.01 = phi ptr [ %2, %1 ], [ %9, %8 ]
    <   %exitcond = icmp ne i64 %indvars.iv, %0
    <   br i1 %exitcond, label %4, label %10

in function compdecomp:
  in block %13 / %13:
    >   %.033 = phi ptr [ %0, %2 ], [ %21, %20 ]
    >   %.02 = phi i64 [ 0, %2 ], [ %22, %20 ]
    >   %exitcond.not = icmp eq i64 %.02, %1
    >   br i1 %exitcond.not, label %23, label %14
    <   %.033 = phi ptr [ %0, %2 ], [ %21, %20 ]
    <   %.02 = phi i64 [ 0, %2 ], [ %22, %20 ]
    <   %exitcond = icmp ne i64 %.02, %1
    <   br i1 %exitcond, label %14, label %23

in function heap_adjust:
  in block %.loopexit:
    <   %.01.lcssa = phi i32 [ %.01, %9 ]
  in block %40 / %40:
    <   %.01.lcssa2 = phi i32 [ %.01, %29 ]

in function main:
  in block %17 / %15:
    >   %.0 = phi i1 [ %exitcond.not, %14 ], [ true, %2 ]
    <   %.0 = phi i1 [ %16, %15 ], [ true, %2 ]
  in block %5 / %5:
    >   %.01 = phi i32 [ 1, %4 ], [ %13, %12 ]
    >   %exitcond.not = icmp eq i32 %.01, %0
    >   br i1 %exitcond.not, label %.loopexit, label %6
    <   %.01 = phi i32 [ 1, %4 ], [ %14, %13 ]
    <   %6 = icmp sge i32 %.01, %0
    <   %exitcond = icmp eq i32 %.01, %0
    <   br i1 %exitcond, label %.loopexit, label %7"
