pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
gvn,indvars,independent,,none,none,none,none,,,,,,,none,,,
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
gvn,licm,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->gvn,kind=activation round=1 prefix=loop-unroll writes=bb:main:.preheader.preheader.1;inst:main:.preheader.preheader.1:1:br
gvn,sccp,independent,,none,none,none,none,,,,,,,none,,,
gvn,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
indvars,instcombine,independent,,none,none,none,none,,,,,,,none,,,
indvars,licm,uncertain,read_write,weak,weak,none,low,,,bb:main:.preheader.preheader;bb:main:.preheader1.preheader;inst:main:.preheader.preheader:1:br;inst:main:.preheader1.preheader:1:br,,bb:main:.preheader.preheader;bb:main:.preheader1.preheader;inst:main:.preheader.preheader:1:br;inst:main:.preheader1.preheader:1:br,bb;inst,write_write_only,,,
indvars,loop-rotate,uncertain,read_write,weak,weak,none,low,,,bb:main:.preheader.preheader;bb:main:.preheader1.preheader;inst:main:.preheader.preheader:1:br;inst:main:.preheader1.preheader:1:br,,bb:main:.preheader.preheader;bb:main:.preheader1.preheader;inst:main:.preheader.preheader:1:br;inst:main:.preheader1.preheader:1:br,bb;inst,write_write_only,,,
