pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
early-cse,gvn,independent,,none,none,none,none,,,,,,,none,,,
early-cse,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->early-cse,kind=activation round=1 prefix=indvars writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,licm,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,licm->early-cse,kind=activation round=1 prefix=licm writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5
early-cse,loop-rotate,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-rotate->early-cse,kind=activation round=1 prefix=loop-rotate writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3
early-cse,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->early-cse,kind=activation round=1 prefix=loop-unroll writes=inst:main:%.19;inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%10;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:bb0:2:br;inst:main:bb0:2:store;inst:main:bb0:3:store;inst:main:bb0:4:store;inst:main:bb0:5:store;inst:main:bb0:6:br
early-cse,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
gvn,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,indvars->gvn,kind=expansion round=1 prefix=indvars writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.pre;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%25;inst:main:%26;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
