pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
early-cse,gvn,dependent,read_write,strong,strong,none,none,inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,,inst,mixed,,,
early-cse,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,indvars->early-cse,kind=expansion round=1 prefix=indvars writes=inst:Proc0:%.lcssa;inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,licm,dependent,read_write;enablement,strong,strong,strong,none,inst:Proc8:%17,inst:Proc8:%17,inst:Proc8:%17,inst:Proc8:%17,,inst,symmetric_rewrite,expansion,early-cse->licm;licm->early-cse,kind=expansion round=1 prefix=early-cse writes=inst:Proc0:%.lcssa;inst:Proc8:%14;inst:Proc8:%16;kind=expansion round=1 prefix=licm writes=inst:Proc0:%.lcssa;inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%15;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28
early-cse,loop-rotate,dependent,read_write;enablement,strong,strong,strong,none,inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28,,inst,mixed,expansion,early-cse->loop-rotate;loop-rotate->early-cse,kind=expansion round=1 prefix=early-cse writes=bb:Func2:bb2;bb:Proc0:._crit_edge;bb:Proc0:._crit_edge5;bb:Proc0:.lr.ph;bb:Proc0:.lr.ph4;bb:Proc0:bb10;bb:Proc0:bb11;bb:Proc0:bb12;bb:Proc0:bb13;bb:Proc8:._crit_edge;bb:Proc8:.lr.ph;bb:Proc8:bb2;inst:Func2:%.01;inst:Func2:%.011;inst:Func2:%10;inst:Func2:%11;inst:Func2:%12;inst:Func2:%13;inst:Func2:%14;inst:Func2:%15;inst:Func2:%16;inst:Func2:%17;inst:Func2:%18;inst:Func2:%19;inst:Func2:%4;inst:Func2:%5;inst:Func2:%6;inst:Func2:%7;inst:Func2:%8;inst:Func2:%9;inst:Func2:bb0:1:br;inst:Func2:bb1:1:br;inst:Func2:bb1:1:ret;inst:Func2:bb2:1:ret;inst:Proc0:%.01;inst:Proc0:%.012;inst:Proc0:%.1;inst:Proc0:%.16;inst:Proc0:%.lcssa;inst:Proc0:%.not11;inst:Proc0:%10;inst:Proc0:%12;inst:Proc0:%13;inst:Proc0:%14;inst:Proc0:%15;inst:Proc0:%16;inst:Proc0:%17;inst:Proc0:%18;inst:Proc0:%19;inst:Proc0:%20;inst:Proc0:%21;inst:Proc0:%22;inst:Proc0:%23;inst:Proc0:%24;inst:Proc0:%25;inst:Proc0:%26;inst:Proc0:%27;inst:Proc0:%28;inst:Proc0:%29;inst:Proc0:%30;inst:Proc0:%31;inst:Proc0:%32;inst:Proc0:%33;inst:Proc0:%34;inst:Proc0:%35;inst:Proc0:%36;inst:Proc0:%37;inst:Proc0:%38;inst:Proc0:%39;inst:Proc0:%40;inst:Proc0:%41;inst:Proc0:%42;inst:Proc0:%43;inst:Proc0:%44;inst:Proc0:%45;inst:Proc0:%46;inst:Proc0:%47;inst:Proc0:%49;inst:Proc0:%50;inst:Proc0:%51;inst:Proc0:%52;inst:Proc0:%53;inst:Proc0:%54;inst:Proc0:%9;inst:Proc0:%split;inst:Proc0:._crit_edge5:1:br;inst:Proc0:._crit_edge:1:br;inst:Proc0:.lr.ph4:1:br;inst:Proc0:.lr.ph:1:br;inst:Proc0:bb0:1:br;inst:Proc0:bb10:1:store;inst:Proc0:bb10:2:br;inst:Proc0:bb11:1:br;inst:Proc0:bb12:1:br;inst:Proc0:bb13:1:br;inst:Proc0:bb1:10:br;inst:Proc0:bb1:1:br;inst:Proc0:bb1:1:store;inst:Proc0:bb1:2:store;inst:Proc0:bb1:3:store;inst:Proc0:bb1:4:store;inst:Proc0:bb1:5:store;inst:Proc0:bb1:6:store;inst:Proc0:bb1:7:call;inst:Proc0:bb1:8:call;inst:Proc0:bb1:9:store;inst:Proc0:bb2:10:br;inst:Proc0:bb2:1:store;inst:Proc0:bb2:2:call;inst:Proc0:bb2:2:store;inst:Proc0:bb2:3:store;inst:Proc0:bb2:4:store;inst:Proc0:bb2:5:br;inst:Proc0:bb2:5:store;inst:Proc0:bb2:6:store;inst:Proc0:bb2:7:call;inst:Proc0:bb2:8:call;inst:Proc0:bb2:9:store;inst:Proc0:bb4:1:ret;inst:Proc0:bb4:1:store;inst:Proc0:bb4:2:store;inst:Proc0:bb4:3:br;inst:Proc0:bb5:1:store;inst:Proc0:bb5:2:br;inst:Proc0:bb5:2:call;inst:Proc0:bb5:3:store;inst:Proc0:bb5:4:store;inst:Proc0:bb5:5:br;inst:Proc0:bb7:1:br;inst:Proc0:bb7:1:store;inst:Proc0:bb7:2:store;inst:Proc0:bb7:3:br;inst:Proc0:bb8:1:br;inst:Proc0:bb9:1:br;inst:Proc0:bb9:1:ret;inst:Proc8:%15;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%exitcond1;inst:Proc8:%indvars.iv;inst:Proc8:%indvars.iv2;inst:Proc8:._crit_edge:1:br;inst:Proc8:.lr.ph:1:br;inst:Proc8:bb0:1:br;inst:Proc8:bb0:1:store;inst:Proc8:bb0:2:store;inst:Proc8:bb0:3:store;inst:Proc8:bb0:4:ret;inst:Proc8:bb1:2:br;inst:Proc8:bb1:2:store;inst:Proc8:bb1:3:store;inst:Proc8:bb1:4:ret;inst:Proc8:bb2:1:store;inst:Proc8:bb2:2:br;inst:Proc8:entry:4:br;loop:Func2:bb0;loop:Proc0:._crit_edge5;loop:Proc0:bb0;loop:Proc0:bb3;loop:Proc0:bb4;loop:Proc0:bb6;loop:Proc0:bb9;loop:Proc8:._crit_edge;loop:Proc8:bb0;kind=expansion round=1 prefix=loop-rotate writes=inst:Proc0:%split;inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%15;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27
early-cse,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,loop-unroll->early-cse,kind=expansion round=1 prefix=loop-unroll writes=inst:Proc0:%.lcssa;inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28
early-cse,reassociate,independent,,none,none,none,none,,,,,,,none,,,
early-cse,sccp,independent,,none,none,none,none,,,,,,,none,,,
early-cse,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
gvn,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,indvars->gvn,kind=expansion round=1 prefix=indvars writes=inst:Proc0:%.lcssa;inst:Proc8:%12;inst:Proc8:%13;inst:Proc8:%14;inst:Proc8:%16;inst:Proc8:%17;inst:Proc8:%18;inst:Proc8:%19;inst:Proc8:%20;inst:Proc8:%21;inst:Proc8:%22;inst:Proc8:%23;inst:Proc8:%24;inst:Proc8:%25;inst:Proc8:%26;inst:Proc8:%27;inst:Proc8:%28
