pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
early-cse,gvn,independent,,none,none,none,none,,,,,,,none,,,
early-cse,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->early-cse,kind=activation round=1 prefix=indvars writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,licm,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,licm->early-cse,kind=activation round=1 prefix=licm writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7
early-cse,loop-rotate,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-rotate->early-cse,kind=activation round=1 prefix=loop-rotate writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7
early-cse,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->early-cse,kind=activation round=1 prefix=loop-unroll writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7
gvn,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,gvn->indvars;indvars->gvn,kind=expansion round=1 prefix=gvn writes=inst:main:%.lcssa;inst:main:%.lcssa7;inst:main:%.lcssa8;kind=expansion round=1 prefix=indvars writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7;inst:main:%.pre;inst:main:%.pre10;inst:main:%.pre11;inst:main:%.pre12;inst:main:%.pre13;inst:main:%.pre8;inst:main:%.pre9;inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%32;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%9
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
gvn,licm,dependent,read_write;enablement,strong,strong,strong,none,inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%22;inst:main:%24;inst:main:%9,inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%22;inst:main:%24;inst:main:%9,inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%22;inst:main:%24;inst:main:%9,inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%22;inst:main:%24;inst:main:%9,,inst,symmetric_rewrite,expansion,gvn->licm;licm->gvn,kind=expansion round=1 prefix=gvn writes=inst:main:%.lcssa;inst:main:%.lcssa7;inst:main:%.lcssa8;inst:main:%10;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%15;inst:main:%5;inst:main:%6;inst:main:%7;inst:main:%8;inst:main:%9;kind=expansion round=1 prefix=licm writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7
gvn,loop-rotate,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,gvn->loop-rotate;loop-rotate->gvn,kind=expansion round=1 prefix=gvn writes=inst:main:%.lcssa;inst:main:%.lcssa7;inst:main:%.lcssa8;kind=expansion round=1 prefix=loop-rotate writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7;inst:main:%.pre;inst:main:%.pre10;inst:main:%.pre11;inst:main:%.pre12;inst:main:%.pre13;inst:main:%.pre8;inst:main:%.pre9;inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%32;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%9
gvn,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,gvn->loop-unroll;loop-unroll->gvn,kind=expansion round=1 prefix=gvn writes=inst:main:%.lcssa;inst:main:%.lcssa7;inst:main:%.lcssa8;kind=expansion round=1 prefix=loop-unroll writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7;inst:main:%.pre;inst:main:%.pre10;inst:main:%.pre11;inst:main:%.pre12;inst:main:%.pre13;inst:main:%.pre8;inst:main:%.pre9;inst:main:%10;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%17;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%32;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%9
indvars,instcombine,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,indvars->instcombine,kind=expansion round=1 prefix=indvars writes=inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%.lcssa4;inst:main:%.lcssa5;inst:main:%.lcssa6;inst:main:%.lcssa7;inst:main:%exitcond;inst:main:%exitcond.not;loop:main:bb0;loop:main:bb1
