pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
early-cse,gvn,independent,,none,none,none,none,,,,,,,none,,,
early-cse,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->early-cse,kind=activation round=1 prefix=indvars writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,licm,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,licm->early-cse,kind=activation round=1 prefix=licm writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2
early-cse,loop-rotate,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-rotate->early-cse,kind=activation round=1 prefix=loop-rotate writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa
early-cse,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->early-cse,kind=activation round=1 prefix=loop-unroll writes=inst:main:%.0;inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.1;inst:main:%.lcssa;inst:main:%10;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%9
early-cse,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
gvn,indvars,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->gvn,kind=activation round=1 prefix=indvars writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
gvn,licm,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,licm->gvn,kind=activation round=1 prefix=licm writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa;inst:main:%.lcssa1;inst:main:%.lcssa2
gvn,loop-rotate,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-rotate->gvn,kind=activation round=1 prefix=loop-rotate writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa;inst:main:%.pre;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%27;inst:main:%28;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36
gvn,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->gvn,kind=activation round=1 prefix=loop-unroll writes=bb:main:bb6;bb:main:bb7;bb:main:bb8;bb:main:bb9;inst:main:%.0;inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.1;inst:main:%.lcssa;inst:main:%11;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%9;inst:main:bb1:2:br;inst:main:bb1:2:store;inst:main:bb1:3:store;inst:main:bb1:4:store;inst:main:bb1:5:br;inst:main:bb3:1:br;inst:main:bb3:1:store;inst:main:bb3:2:br;inst:main:bb4:2:br;inst:main:bb4:2:store;inst:main:bb4:3:br;inst:main:bb5:2:br;inst:main:bb5:2:store;inst:main:bb5:3:store;inst:main:bb5:4:store;inst:main:bb5:5:store;inst:main:bb5:6:ret;inst:main:bb6:1:br;inst:main:bb7:1:store;inst:main:bb7:2:br;inst:main:bb8:1:store;inst:main:bb8:2:store;inst:main:bb8:3:store;inst:main:bb8:4:store;inst:main:bb8:5:store;inst:main:bb8:6:ret;inst:main:bb9:1:store;inst:main:bb9:2:br;loop:main:bb0;loop:main:bb3;loop:main:bb6
gvn,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
indvars,instcombine,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->instcombine,kind=activation round=1 prefix=indvars writes=inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa;inst:main:%exitcond;inst:main:%exitcond.not;inst:main:%exitcond1;inst:main:%exitcond1.not;inst:main:bb1:1:store;inst:main:bb1:2:br;inst:main:bb2:1:store;inst:main:bb2:2:br;inst:main:bb4:2:br;inst:main:bb4:2:store;inst:main:bb4:3:store;inst:main:bb4:4:store;inst:main:bb4:5:store;inst:main:bb4:6:ret;inst:main:bb5:2:br;inst:main:bb5:2:store;inst:main:bb5:3:store;inst:main:bb5:4:store;inst:main:bb5:5:store;inst:main:bb5:6:ret;loop:main:bb0;loop:main:bb3
indvars,licm,dependent,read_write;enablement,strong,strong,strong,none,inst:main:%10;inst:main:%11;inst:main:%14;inst:main:%15;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%35;inst:main:%37;inst:main:%38;inst:main:%7;inst:main:%9,inst:main:%10;inst:main:%11;inst:main:%14;inst:main:%15;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%35;inst:main:%37;inst:main:%38;inst:main:%7;inst:main:%9,inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa;inst:main:%10;inst:main:%11;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%35;inst:main:%37;inst:main:%38;inst:main:%7;inst:main:%8;inst:main:%9,inst:main:%.0.lcssa;inst:main:%.02.lcssa;inst:main:%.03.lcssa;inst:main:%.lcssa;inst:main:%10;inst:main:%11;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%35;inst:main:%37;inst:main:%38;inst:main:%7;inst:main:%8;inst:main:%9,,inst,mixed,expansion,licm->indvars;indvars->licm,kind=expansion round=1 prefix=licm writes=inst:main:%10;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%8;inst:main:%9;inst:main:%exitcond;inst:main:%exitcond3;kind=expansion round=1 prefix=indvars writes=inst:main:%.lcssa2;inst:main:%.lcssa3;inst:main:%10;inst:main:%11;inst:main:%13;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%6;inst:main:%7;inst:main:%8;inst:main:%9;inst:main:bb1:1:br;inst:main:bb1:1:store;inst:main:bb1:2:br;inst:main:bb2:1:store;inst:main:bb2:2:br;inst:main:bb2:2:store;inst:main:bb2:3:br;inst:main:bb4:1:br;inst:main:bb4:1:store;inst:main:bb4:2:br;inst:main:bb5:2:store;inst:main:bb5:3:store;inst:main:bb5:4:store;inst:main:bb5:5:store;inst:main:bb5:6:ret;inst:main:bb5:6:store;inst:main:bb5:7:ret
