pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
early-cse,gvn,independent,,none,none,none,none,,,,,,,none,,,
early-cse,indvars,independent,,none,none,none,none,,,,,,,none,,,
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->early-cse,kind=activation round=1 prefix=loop-unroll writes=inst:Bubble:%14;inst:Bubble:%15;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%18;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%23;inst:Bubble:%24;inst:Bubble:%25;inst:Bubble:%26;inst:Bubble:%28;inst:Bubble:%29;inst:Bubble:%30;inst:Bubble:%31;inst:Bubble:%32;inst:Bubble:%33;inst:Bubble:%34;inst:Bubble:%35;inst:Bubble:%37;inst:Bubble:%38;inst:Bubble:%39;inst:Bubble:%40;inst:Bubble:%41;inst:Bubble:%42;inst:Bubble:%indvars.iv1.unr
early-cse,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
gvn,indvars,dependent,read_write;enablement,strong,strong,strong,none,inst:Bubble:%11,inst:Bubble:%11,inst:Bubble:%11,inst:Bubble:%11,,inst,symmetric_rewrite,expansion;mutation,gvn->indvars;indvars->gvn,kind=expansion round=1 prefix=gvn writes=inst:Bubble:%12;kind=mutation round=1 prefix=indvars writes=inst:Bubble:%.pre;inst:Bubble:%10;inst:Bubble:%11;inst:Bubble:%12;inst:Bubble:%13;inst:Bubble:%14;inst:Bubble:%15;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%18;inst:Bubble:%20;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%23;inst:Bubble:%24;inst:Bubble:%25;inst:Bubble:%3;inst:Bubble:%4
gvn,instcombine,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,gvn->instcombine,kind=activation round=1 prefix=gvn writes=inst:Bubble:%5;inst:Bubble:%6;inst:Bubble:%7;inst:Bubble:%8
gvn,loop-unroll,dependent,read_write;enablement,strong,strong,strong,none,inst:Bubble:%11;inst:Bubble:%13;inst:Bubble:%14;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%20;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%24;inst:Bubble:%3;inst:Bubble:%4,inst:Bubble:%11;inst:Bubble:%13;inst:Bubble:%14;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%20;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%24;inst:Bubble:%3;inst:Bubble:%4,inst:Bubble:%10;inst:Bubble:%11;inst:Bubble:%13;inst:Bubble:%14;inst:Bubble:%15;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%18;inst:Bubble:%20;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%24;inst:Bubble:%25;inst:Bubble:%3;inst:Bubble:%4,inst:Bubble:%10;inst:Bubble:%11;inst:Bubble:%13;inst:Bubble:%14;inst:Bubble:%15;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%18;inst:Bubble:%20;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%24;inst:Bubble:%25;inst:Bubble:%3;inst:Bubble:%4,,inst,mixed,expansion,gvn->loop-unroll;loop-unroll->gvn,kind=expansion round=1 prefix=gvn writes=bb:Bubble:.epil.preheader;bb:Bubble:.epilog-lcssa;bb:Bubble:.preheader.new;bb:Bubble:.unr-lcssa;bb:Bubble:bb10;bb:Bubble:bb11;bb:Bubble:bb8;bb:Bubble:bb9;inst:Bubble:%.epil.init;inst:Bubble:%.unr;inst:Bubble:%10;inst:Bubble:%11;inst:Bubble:%12;inst:Bubble:%14;inst:Bubble:%15;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%18;inst:Bubble:%2;inst:Bubble:%21;inst:Bubble:%22;inst:Bubble:%23;inst:Bubble:%24;inst:Bubble:%25;inst:Bubble:%26;inst:Bubble:%29;inst:Bubble:%3;inst:Bubble:%31;inst:Bubble:%32;inst:Bubble:%34;inst:Bubble:%35;inst:Bubble:%38;inst:Bubble:%39;inst:Bubble:%4;inst:Bubble:%40;inst:Bubble:%41;inst:Bubble:%42;inst:Bubble:%5;inst:Bubble:%6;inst:Bubble:%7;inst:Bubble:%8;inst:Bubble:%9;inst:Bubble:%exitcond.not;inst:Bubble:%indvar;inst:Bubble:%indvar.next;inst:Bubble:%indvars.iv.next.1;inst:Bubble:%indvars.iv.next.epil;inst:Bubble:%indvars.iv1.epil.init;inst:Bubble:%indvars.iv1.unr;inst:Bubble:%lcmp.mod;inst:Bubble:%lcmp.mod1;inst:Bubble:%niter;inst:Bubble:%niter.ncmp.1;inst:Bubble:%niter.next.1;inst:Bubble:%unroll_iter;inst:Bubble:%xtraiter;inst:Bubble:.epil.preheader:1:call;inst:Bubble:.epil.preheader:2:br;inst:Bubble:.epilog-lcssa:1:br;inst:Bubble:.preheader.new:1:br;inst:Bubble:.preheader:1:br;inst:Bubble:.unr-lcssa:1:br;inst:Bubble:bb10:1:br;inst:Bubble:bb11:1:ret;inst:Bubble:bb2:1:br;inst:Bubble:bb3:1:br;inst:Bubble:bb3:1:store;inst:Bubble:bb3:2:store;inst:Bubble:bb3:3:br;inst:Bubble:bb4:1:br;inst:Bubble:bb4:1:store;inst:Bubble:bb4:2:br;inst:Bubble:bb5:1:br;inst:Bubble:bb6:1:br;inst:Bubble:bb7:1:ret;inst:Bubble:bb7:1:store;inst:Bubble:bb7:2:store;inst:Bubble:bb7:3:br;inst:Bubble:bb8:1:store;inst:Bubble:bb8:2:br;inst:Bubble:bb9:1:br;loop:Bubble:.preheader;loop:Bubble:.unr-lcssa;loop:Bubble:bb3;kind=expansion round=1 prefix=loop-unroll writes=bb:Bubble:.preheader..epil.preheader_crit_edge;bb:Bubble:bb11;inst:Bubble:%.pre;inst:Bubble:%.pre2;inst:Bubble:%14;inst:Bubble:%15;inst:Bubble:%16;inst:Bubble:%17;inst:Bubble:%18;inst:Bubble:%20;inst:Bubble:%21;inst:Bubble:%23;inst:Bubble:%24;inst:Bubble:%25;inst:Bubble:%26;inst:Bubble:%28;inst:Bubble:%29;inst:Bubble:%30;inst:Bubble:%31;inst:Bubble:%32;inst:Bubble:%33;inst:Bubble:%34;inst:Bubble:%35;inst:Bubble:%37;inst:Bubble:%38;inst:Bubble:%39;inst:Bubble:%40;inst:Bubble:%41;inst:Bubble:%42;inst:Bubble:%7;inst:Bubble:%8;inst:Bubble:%indvars.iv1.unr;inst:Bubble:.epil.preheader:2:br;inst:Bubble:.preheader..epil.preheader_crit_edge:1:br;inst:Bubble:bb10:1:br;inst:Bubble:bb10:1:ret;inst:Bubble:bb11:1:ret;inst:Bubble:bb6:1:br;inst:Bubble:bb6:1:store;inst:Bubble:bb6:2:store;inst:Bubble:bb6:3:br;inst:Bubble:bb7:1:store;inst:Bubble:bb7:2:br;inst:Bubble:bb7:2:store;inst:Bubble:bb7:3:br;inst:Bubble:bb8:1:br;inst:Bubble:bb8:1:store;inst:Bubble:bb8:2:br;inst:Bubble:bb9:1:br
gvn,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
indvars,instcombine,independent,,none,none,none,none,,,,,,,none,,,
