round,edge_kind,enabler,enabled,prefix,reads_after_prefix,writes_after_prefix,new_writes_after_prefix,changed_writes_after_prefix
1,activation,simplifycfg,loop-simplify,simplifycfg,loop:main:._crit_edge,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,
1,expansion,simplifycfg,loop-rotate,simplifycfg,loop:main:._crit_edge,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:%.lcssa;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,
1,expansion,simplifycfg,licm,simplifycfg,loop:main:._crit_edge,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:%.lcssa;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,
1,expansion,simplifycfg,indvars,simplifycfg,loop:main:._crit_edge,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:%.lcssa;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.preheader;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit,
1,expansion,simplifycfg,loop-unroll,simplifycfg,inst:main:%.not3;inst:main:%.not31;inst:main:%10;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%31;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%37;inst:main:%38;inst:main:%4;inst:main:%41;inst:main:%5;inst:main:%6;inst:main:%7;inst:main:%exitcond;inst:main:%exitcond1.not;inst:main:.preheader:1:call;inst:main:bb5:1:br;inst:main:bb6:1:call;inst:main:bb6:2:br;loop:main:._crit_edge;loop:main:bb5;loop:main:bb6,bb:main:._crit_edge.1;bb:main:._crit_edge.2;bb:main:._crit_edge.loopexit;bb:main:._crit_edge.loopexit.1;bb:main:._crit_edge.loopexit.2;bb:main:.lr.ph.1;bb:main:.lr.ph.2;bb:main:.lr.ph.preheader;bb:main:.lr.ph.preheader.1;bb:main:.lr.ph.preheader.2;bb:main:.preheader.1;bb:main:.preheader.2;bb:main:.preheader.preheader;bb:main:bb10;bb:main:bb11;bb:main:bb12;bb:main:bb13;bb:main:bb7;bb:main:bb8;bb:main:bb9;inst:main:%.lcssa;inst:main:%.lcssa.1;inst:main:%.lcssa.2;inst:main:%.not2.1;inst:main:%.not2.2;inst:main:%.not3;inst:main:%.not3.1;inst:main:%.not3.2;inst:main:%.not31;inst:main:%.not31.1;inst:main:%.not31.2;inst:main:%.not4.1;inst:main:%.not4.2;inst:main:%10;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%4;inst:main:%40;inst:main:%41;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%5;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%54;inst:main:%56;inst:main:%57;inst:main:%58;inst:main:%59;inst:main:%6;inst:main:%61;inst:main:%62;inst:main:%63;inst:main:%64;inst:main:%65;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%7;inst:main:%71;inst:main:%72;inst:main:%73;inst:main:%74;inst:main:%75;inst:main:%76;inst:main:%77;inst:main:%78;inst:main:%79;inst:main:%80;inst:main:%82;inst:main:%84;inst:main:%85;inst:main:%86;inst:main:%88;inst:main:%9;inst:main:%90;inst:main:%exitcond;inst:main:%exitcond.1;inst:main:%exitcond.2;inst:main:%exitcond1.not;inst:main:._crit_edge.1:1:br;inst:main:._crit_edge.2:1:br;inst:main:._crit_edge.loopexit.1:1:br;inst:main:._crit_edge.loopexit.2:1:br;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.1:1:br;inst:main:.lr.ph.2:1:br;inst:main:.lr.ph.preheader.1:1:br;inst:main:.lr.ph.preheader.2:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.1:1:call;inst:main:.preheader.1:2:br;inst:main:.preheader.2:1:call;inst:main:.preheader.2:2:br;inst:main:.preheader.preheader:1:br;inst:main:.preheader:1:call;inst:main:bb10:1:br;inst:main:bb11:1:br;inst:main:bb12:1:store;inst:main:bb12:2:br;inst:main:bb13:1:call;inst:main:bb13:2:br;inst:main:bb5:1:br;inst:main:bb6:1:br;inst:main:bb6:1:call;inst:main:bb6:2:br;inst:main:bb7:1:br;inst:main:bb8:1:store;inst:main:bb8:2:br;inst:main:bb9:1:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit;loop:main:._crit_edge.loopexit.1;loop:main:._crit_edge.loopexit.2;loop:main:.preheader.1;loop:main:.preheader.2;loop:main:bb13;loop:main:bb5;loop:main:bb6,bb:main:._crit_edge.loopexit;bb:main:.lr.ph.preheader;bb:main:.preheader.1;bb:main:.preheader.2;bb:main:.preheader.preheader;bb:main:bb7;inst:main:%4;inst:main:%44;inst:main:%57;inst:main:%61;inst:main:%63;inst:main:%73;inst:main:%84;inst:main:%86;inst:main:%9;inst:main:%90;inst:main:._crit_edge.loopexit:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.1:1:call;inst:main:.preheader.1:2:br;inst:main:.preheader.2:1:call;inst:main:.preheader.2:2:br;inst:main:.preheader.preheader:1:br;inst:main:.preheader:1:call;inst:main:bb10:1:br;inst:main:bb11:1:br;inst:main:bb12:1:store;inst:main:bb12:2:br;inst:main:bb13:1:call;inst:main:bb13:2:br;inst:main:bb5:1:br;inst:main:bb8:1:store;inst:main:bb8:2:br;loop:main:._crit_edge;loop:main:._crit_edge.loopexit;loop:main:.preheader.1;loop:main:.preheader.2;loop:main:bb13;loop:main:bb5;loop:main:bb6,inst:main:%10;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%43;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%5;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%54;inst:main:%56;inst:main:%58;inst:main:%59;inst:main:%6;inst:main:%62;inst:main:%64;inst:main:%65;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%7;inst:main:%71;inst:main:%72;inst:main:%74;inst:main:%75;inst:main:%76;inst:main:%77;inst:main:%78;inst:main:%79;inst:main:%80;inst:main:%82;inst:main:%85;inst:main:%88;inst:main:bb6:1:br;inst:main:bb6:1:call;inst:main:bb6:2:br;inst:main:bb7:1:br;inst:main:bb9:1:br;loop:main:._crit_edge.loopexit.1;loop:main:._crit_edge.loopexit.2
1,activation,loop-rotate,instcombine,loop-rotate,inst:main:%.lcssa,inst:main:%.lcssa,inst:main:%.lcssa,
1,activation,loop-rotate,early-cse,loop-rotate,inst:main:%.lcssa,inst:main:%.lcssa,inst:main:%.lcssa,
1,activation,loop-rotate,gvn,loop-rotate,inst:main:%.lcssa,inst:main:%.lcssa,inst:main:%.lcssa,
1,activation,licm,instcombine,licm,inst:main:%.lcssa,inst:main:%.lcssa,inst:main:%.lcssa,
1,activation,licm,early-cse,licm,inst:main:%.lcssa,inst:main:%.lcssa,inst:main:%.lcssa,
