pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
gvn,indvars,independent,,none,none,none,none,,,,,,,none,,,
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->gvn,kind=activation round=1 prefix=loop-unroll writes=bb:Towers:bb10;bb:Towers:bb11;bb:Towers:bb12;bb:Towers:bb13;bb:Towers:bb14;bb:Towers:bb15;bb:Towers:bb16;bb:Towers:bb17;bb:Towers:bb18;bb:Towers:bb19;bb:Towers:bb20;bb:Towers:bb21;bb:Towers:bb22;bb:Towers:bb4;bb:Towers:bb5;bb:Towers:bb6;bb:Towers:bb7;bb:Towers:bb8;bb:Towers:bb9;inst:Towers:%22;inst:Towers:%25;inst:Towers:%26;inst:Towers:%3;inst:Towers:%6;inst:Towers:%7;inst:Towers:bb0:1:br;inst:Towers:bb0:1:store;inst:Towers:bb0:2:unreachable;inst:Towers:bb10:1:store;inst:Towers:bb10:2:br;inst:Towers:bb11:1:store;inst:Towers:bb11:2:br;inst:Towers:bb12:1:store;inst:Towers:bb12:2:br;inst:Towers:bb13:1:store;inst:Towers:bb13:2:br;inst:Towers:bb14:1:store;inst:Towers:bb14:2:br;inst:Towers:bb15:1:store;inst:Towers:bb15:2:br;inst:Towers:bb16:1:store;inst:Towers:bb16:2:br;inst:Towers:bb17:1:store;inst:Towers:bb17:2:br;inst:Towers:bb18:1:store;inst:Towers:bb18:2:br;inst:Towers:bb19:1:store;inst:Towers:bb19:2:unreachable;inst:Towers:bb1:1:store;inst:Towers:bb1:2:br;inst:Towers:bb1:2:call;inst:Towers:bb1:3:call;inst:Towers:bb1:4:call;inst:Towers:bb1:5:store;inst:Towers:bb1:6:call;inst:Towers:bb1:7:br;inst:Towers:bb20:1:store;inst:Towers:bb20:2:call;inst:Towers:bb20:3:call;inst:Towers:bb20:4:call;inst:Towers:bb20:5:store;inst:Towers:bb20:6:call;inst:Towers:bb20:7:br;inst:Towers:bb21:1:ret;inst:Towers:bb22:1:br;inst:Towers:bb2:1:ret;inst:Towers:bb2:1:store;inst:Towers:bb2:2:br;inst:Towers:bb3:1:br;inst:Towers:bb3:1:store;inst:Towers:bb3:2:br;inst:Towers:bb4:1:store;inst:Towers:bb4:2:br;inst:Towers:bb5:1:store;inst:Towers:bb5:2:br;inst:Towers:bb6:1:store;inst:Towers:bb6:2:br;inst:Towers:bb7:1:store;inst:Towers:bb7:2:br;inst:Towers:bb8:1:store;inst:Towers:bb8:2:br;inst:Towers:bb9:1:store;inst:Towers:bb9:2:br;inst:Towers:entry:10:store;inst:Towers:entry:11:store;inst:Towers:entry:12:store;inst:Towers:entry:13:store;inst:Towers:entry:14:store;inst:Towers:entry:15:store;inst:Towers:entry:16:store;inst:Towers:entry:17:store;inst:Towers:entry:18:store;inst:Towers:entry:19:br;inst:Towers:entry:1:br;inst:Towers:entry:1:store;inst:Towers:entry:2:store;inst:Towers:entry:3:store;inst:Towers:entry:4:store;inst:Towers:entry:5:store;inst:Towers:entry:6:store;inst:Towers:entry:7:store;inst:Towers:entry:8:store;inst:Towers:entry:9:store
gvn,reassociate,independent,,none,none,none,none,,,,,,,none,,,
gvn,sccp,independent,,none,none,none,none,,,,,,,none,,,
gvn,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
indvars,instcombine,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,indvars->instcombine,kind=activation round=1 prefix=indvars writes=inst:Towers:%3;inst:Towers:%4;inst:Towers:%5;inst:Towers:%6;inst:Towers:%exitcond;inst:Towers:%exitcond.not;inst:Towers:bb1:1:store;inst:Towers:bb1:2:br;inst:Towers:bb1:2:call;inst:Towers:bb1:3:call;inst:Towers:bb1:4:call;inst:Towers:bb1:5:store;inst:Towers:bb1:6:call;inst:Towers:bb1:7:br;inst:Towers:bb2:1:store;inst:Towers:bb2:2:br;inst:Towers:bb2:2:call;inst:Towers:bb2:3:call;inst:Towers:bb2:4:call;inst:Towers:bb2:5:store;inst:Towers:bb2:6:call;inst:Towers:bb2:7:br;inst:main:%exitcond;inst:main:%exitcond.not;inst:main:bb1:1:call;inst:main:bb1:1:ret;inst:main:bb1:2:br;inst:main:bb2:1:call;inst:main:bb2:1:ret;inst:main:bb2:2:br;loop:Towers:bb0;loop:main:bb0
indvars,loop-rotate,dependent,read_write;enablement,strong,strong,strong,none,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9;inst:main:%3;inst:main:%5,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9;inst:main:%3;inst:main:%5,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%4;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9;inst:main:%3;inst:main:%4;inst:main:%5,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%4;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9;inst:main:%3;inst:main:%4;inst:main:%5,,inst,mixed,expansion,loop-rotate->indvars;indvars->loop-rotate,kind=expansion round=1 prefix=loop-rotate writes=inst:Towers:%10;inst:Towers:%11;inst:Towers:%13;inst:Towers:%14;inst:Towers:%2;inst:Towers:%3;inst:Towers:%4;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%exitcond;inst:Towers:%indvars.iv;inst:Towers:%indvars.iv.next;inst:main:%4;inst:main:%exitcond;kind=expansion round=1 prefix=indvars writes=bb:Init:._crit_edge;bb:Init:.lr.ph;bb:Init:bb2;bb:Towers:bb4;bb:main:bb2;inst:Init:%3;inst:Init:%4;inst:Init:%5;inst:Init:%6;inst:Init:%7;inst:Init:._crit_edge:1:br;inst:Init:.lr.ph:1:br;inst:Init:bb0:1:br;inst:Init:bb0:1:ret;inst:Init:bb1:2:br;inst:Init:bb2:1:ret;inst:Init:entry:2:br;inst:Towers:%10;inst:Towers:%11;inst:Towers:%12;inst:Towers:%2;inst:Towers:%3;inst:Towers:%4;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%indvars.iv;inst:Towers:%indvars.iv2;inst:Towers:bb0:1:br;inst:Towers:bb0:1:store;inst:Towers:bb0:2:br;inst:Towers:bb1:1:store;inst:Towers:bb1:2:br;inst:Towers:bb1:2:call;inst:Towers:bb1:3:call;inst:Towers:bb1:4:call;inst:Towers:bb1:5:store;inst:Towers:bb1:6:call;inst:Towers:bb1:7:br;inst:Towers:bb2:1:ret;inst:Towers:bb2:1:store;inst:Towers:bb2:2:call;inst:Towers:bb2:3:call;inst:Towers:bb2:4:call;inst:Towers:bb2:5:store;inst:Towers:bb2:6:call;inst:Towers:bb2:7:br;inst:Towers:bb3:1:br;inst:Towers:bb3:1:ret;inst:Towers:bb4:1:br;inst:main:%2;inst:main:%3;inst:main:%4;inst:main:bb0:1:br;inst:main:bb0:1:call;inst:main:bb0:2:br;inst:main:bb1:1:call;inst:main:bb1:1:ret;inst:main:bb1:2:br;inst:main:bb2:1:ret;loop:Init:bb0;loop:Init:bb1;loop:Towers:bb0;loop:main:bb0
indvars,loop-unroll,dependent,read_write;enablement,strong,strong,strong,none,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9,inst:Towers:%11;inst:Towers:%14;inst:Towers:%15;inst:Towers:%2;inst:Towers:%3;inst:Towers:%5;inst:Towers:%6;inst:Towers:%7;inst:Towers:%8;inst:Towers:%9,,inst,symmetric_rewrite,expansion,indvars->loop-unroll,kind=expansion round=1 prefix=indvars writes=bb:Towers:bb10;bb:Towers:bb11;bb:Towers:bb12;bb:Towers:bb13;bb:Towers:bb14;bb:Towers:bb15;bb:Towers:bb16;bb:Towers:bb17;bb:Towers:bb18;bb:Towers:bb19;bb:Towers:bb20;bb:Towers:bb21;bb:Towers:bb22;bb:Towers:bb5;bb:Towers:bb6;bb:Towers:bb7;bb:Towers:bb8;bb:Towers:bb9;inst:Towers:%11;inst:Towers:%12;inst:Towers:%22;inst:Towers:%25;inst:Towers:%26;inst:Towers:%3;inst:Towers:%4;inst:Towers:%5;inst:Towers:%6;inst:Towers:%8;inst:Towers:%exitcond;inst:Towers:%indvars.iv;inst:Towers:%indvars.iv.next;inst:Towers:bb0:1:br;inst:Towers:bb10:1:store;inst:Towers:bb10:2:br;inst:Towers:bb11:1:store;inst:Towers:bb11:2:br;inst:Towers:bb12:1:store;inst:Towers:bb12:2:br;inst:Towers:bb13:1:store;inst:Towers:bb13:2:br;inst:Towers:bb14:1:store;inst:Towers:bb14:2:br;inst:Towers:bb15:1:store;inst:Towers:bb15:2:br;inst:Towers:bb16:1:store;inst:Towers:bb16:2:br;inst:Towers:bb17:1:store;inst:Towers:bb17:2:br;inst:Towers:bb18:1:store;inst:Towers:bb18:2:br;inst:Towers:bb19:1:store;inst:Towers:bb19:2:unreachable;inst:Towers:bb1:1:store;inst:Towers:bb1:2:br;inst:Towers:bb20:1:store;inst:Towers:bb20:2:call;inst:Towers:bb20:3:call;inst:Towers:bb20:4:call;inst:Towers:bb20:5:store;inst:Towers:bb20:6:call;inst:Towers:bb20:7:br;inst:Towers:bb21:1:ret;inst:Towers:bb22:1:br;inst:Towers:bb2:1:store;inst:Towers:bb2:2:br;inst:Towers:bb2:2:call;inst:Towers:bb2:3:call;inst:Towers:bb2:4:call;inst:Towers:bb2:5:store;inst:Towers:bb2:6:call;inst:Towers:bb2:7:br;inst:Towers:bb3:1:ret;inst:Towers:bb3:1:store;inst:Towers:bb3:2:br;inst:Towers:bb4:1:br;inst:Towers:bb4:1:store;inst:Towers:bb4:2:br;inst:Towers:bb5:1:store;inst:Towers:bb5:2:br;inst:Towers:bb6:1:store;inst:Towers:bb6:2:br;inst:Towers:bb7:1:store;inst:Towers:bb7:2:br;inst:Towers:bb8:1:store;inst:Towers:bb8:2:br;inst:Towers:bb9:1:store;inst:Towers:bb9:2:br;inst:main:bb1:2:br;loop:Towers:bb0;loop:main:bb0
