pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
gvn,indvars,independent,,none,none,none,none,,,,,,,none,,,
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
gvn,licm,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->gvn,kind=activation round=1 prefix=loop-unroll writes=bb:Initialize:bb0;bb:Perm:bb2;inst:Initialize:bb0:1:store;inst:Initialize:bb0:2:store;inst:Initialize:bb0:3:store;inst:Initialize:bb0:4:store;inst:Initialize:bb0:5:store;inst:Initialize:bb0:6:store;inst:Initialize:bb0:7:store;inst:Initialize:bb0:8:ret;inst:Initialize:entry:1:br;inst:Initialize:entry:1:store;inst:Initialize:entry:2:store;inst:Initialize:entry:3:store;inst:Initialize:entry:4:store;inst:Initialize:entry:5:store;inst:Initialize:entry:6:store;inst:Initialize:entry:7:store;inst:Initialize:entry:8:ret;inst:Perm:%1;inst:Perm:%2;inst:Perm:%4;inst:Perm:%5;inst:Perm:%6;inst:Perm:bb0:10:call;inst:Perm:bb0:11:br;inst:Perm:bb0:1:call;inst:Perm:bb0:1:ret;inst:Perm:bb0:2:call;inst:Perm:bb0:3:call;inst:Perm:bb0:4:call;inst:Perm:bb0:5:call;inst:Perm:bb0:6:call;inst:Perm:bb0:7:call;inst:Perm:bb0:8:call;inst:Perm:bb0:9:call;inst:Perm:bb1:1:br;inst:Perm:bb1:1:ret;inst:Perm:bb2:1:br;inst:Perm:entry:10:call;inst:Perm:entry:11:call;inst:Perm:entry:12:br;inst:Perm:entry:2:br;inst:Perm:entry:2:call;inst:Perm:entry:3:call;inst:Perm:entry:4:call;inst:Perm:entry:5:call;inst:Perm:entry:6:call;inst:Perm:entry:7:call;inst:Perm:entry:8:call;inst:Perm:entry:9:call
gvn,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
indvars,instcombine,independent,,none,none,none,none,,,,,,,none,,,
indvars,licm,independent,,none,none,none,none,,,,,,,none,,,
indvars,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
