pass_a,pass_b,commute,ab_path,ba_path,details
simplifycfg,gvn,false,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__gvn.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\gvn__then__simplifycfg.ll,"function @llvm.assume exists only in right module
in function Proc3:
  in block %1 / %1:
    >   %3 = xor i1 %.not, true
    >   call void @llvm.assume(i1 %3)
    >   %4 = load ptr, ptr %2, align 8
    >   store ptr %4, ptr %0, align 8
    >   %.pre = load i32, ptr @IntGlob, align 4
    >   %.pre1 = load ptr, ptr @PtrGlb, align 8
    >   %5 = getelementptr inbounds nuw i8, ptr %.pre1, i64 16
    >   %6 = call i32 @Proc7(i32 noundef 10, i32 noundef %.pre, ptr noundef nonnull %5)
    >   ret i32 undef
    <   br i1 %.not, label %5, label %3"
simplifycfg,sccp,true,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__sccp.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\sccp__then__simplifycfg.ll,
simplifycfg,loop-rotate,false,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__loop-rotate.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\loop-rotate__then__simplifycfg.ll,"in function Proc0:
  in block %7 / %7:
    >   %.02 = phi i32 [ 0, %0 ], [ %8, %7 ]
    >   %8 = add nuw nsw i32 %.02, 1
    >   %9 = icmp samesign ult i32 %8, 100000000
    >   br i1 %9, label %7, label %10, !llvm.loop !7
    <   %.0 = phi i32 [ 0, %0 ], [ %9, %7 ]
    <   %8 = icmp samesign ult i32 %.0, 100000000
    <   %9 = add nuw nsw i32 %.0, 1
    <   br i1 %8, label %7, label %10, !llvm.loop !7"
simplifycfg,licm,false,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__licm.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\licm__then__simplifycfg.ll,"in function Proc2:
  in block %1 / %1:
    >   %5 = add nsw i32 %2, 9"
simplifycfg,indvars,false,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__indvars.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\indvars__then__simplifycfg.ll,"in function Proc0:
  in block %0 / %0:
    >   %6 = call i32 @clock() #5
    >   %7 = call i32 @clock() #5
    >   %8 = call dereferenceable_or_null(56) ptr @malloc(i64 noundef 56) #6
    >   store ptr %8, ptr @PtrGlbNext, align 8
    >   %9 = call dereferenceable_or_null(56) ptr @malloc(i64 noundef 56) #6
    >   store ptr %9, ptr @PtrGlb, align 8
    >   %10 = load ptr, ptr @PtrGlbNext, align 8
    >   store ptr %10, ptr %9, align 8
    >   %11 = getelementptr inbounds nuw i8, ptr %9, i64 8
    >   store i32 0, ptr %11, align 8
    >   %12 = getelementptr inbounds nuw i8, ptr %9, i64 12
    >   store i32 10001, ptr %12, align 4
    >   %13 = load ptr, ptr @PtrGlb, align 8
    >   %14 = getelementptr inbounds nuw i8, ptr %13, i64 16
    >   store i32 40, ptr %14, align 8
    >   %15 = getelementptr inbounds nuw i8, ptr %13, i64 20
    >   call void @llvm.memcpy.p0.p0.i64(ptr noundef nonnull align 1 dereferenceable(31) %15, ptr noundef nonnull align 1 dereferenceable(31) @.str, i64 31, i1 false) #5
    >   call void @llvm.memcpy.p0.p0.i64(ptr noundef nonnull align 16 dereferenceable(31) %4, ptr noundef nonnull align 1 dereferenceable(31) @.str.1, i64 31, i1 false) #5
    >   store i32 10, ptr getelementptr inbounds nuw (i8, ptr @Array2Glob, i64 1660), align 4"
simplifycfg,loop-unroll,false,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__loop-unroll.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\loop-unroll__then__simplifycfg.ll,"in function Proc0:
  in block %9 / %9:
    >   %10 = add nuw nsw i32 %.0, 8

in function Proc8:
  in block %4 / %4:
    >   %12 = getelementptr inbounds [204 x i8], ptr %1, i64 %6
    >   %13 = sext i32 %5 to i64
    >   %14 = getelementptr inbounds [4 x i8], ptr %12, i64 %13
    >   store i32 %5, ptr %14, align 4
    >   %15 = add nsw i32 %2, 6
    >   %16 = getelementptr inbounds [204 x i8], ptr %1, i64 %6
    >   %17 = sext i32 %15 to i64
    >   %18 = getelementptr inbounds [4 x i8], ptr %16, i64 %17
    >   store i32 %5, ptr %18, align 4
    >   %19 = add nsw i32 %2, 7
    >   %20 = getelementptr inbounds [204 x i8], ptr %1, i64 %6
    >   %21 = getelementptr [4 x i8], ptr %20, i64 %8
    >   %22 = getelementptr i8, ptr %21, i64 16
    >   %23 = load i32, ptr %22, align 4
    >   %24 = add nsw i32 %23, 1
    >   store i32 %24, ptr %22, align 4
    >   %25 = load i32, ptr %7, align 4
    >   %26 = getelementptr [204 x i8], ptr %1, i64 %8
    >   %27 = getelementptr i8, ptr %26, i64 5100
    >   %28 = getelementptr inbounds [4 x i8], ptr %27, i64 %6
    >   store i32 %25, ptr %28, align 4
    >   store i32 5, ptr @IntGlob, align 4
    >   ret i32 undef
    <   br label %12"
simplifycfg,reassociate,true,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\simplifycfg__then__reassociate.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\reassociate__then__simplifycfg.ll,
early-cse,gvn,true,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\early-cse__then__gvn.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\gvn__then__early-cse.ll,
early-cse,sccp,true,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\early-cse__then__sccp.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\sccp__then__early-cse.ll,
early-cse,loop-rotate,false,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\early-cse__then__loop-rotate.ll,results\paper_full\Dhrystone_dry\round_002\analysis\Dhrystone_dry\commutativity\loop-rotate__then__early-cse.ll,"in function Proc0:
  in block %29 / %29:
    >   %30 = phi i32 [ %27, %.lr.ph ], [ %35, %29 ]
    >   %31 = mul nsw i32 %30, 5
    >   %32 = add nsw i32 %31, -3
    >   store i32 %32, ptr %2, align 4
    <   %30 = phi i32 [ %27, %.lr.ph ], [ %36, %29 ]
    <   %31 = mul nsw i32 %30, 5
    <   %32 = add nsw i32 %31, -3
    <   store i32 %32, ptr %2, align 4
        %33 = call i32 @Proc7(i32 noundef %30, i32 noundef 3, ptr noundef nonnull %2)
        %34 = load i32, ptr %1, align 4
        %35 = add nsw i32 %34, 1
        store i32 %35, ptr %1, align 4
    >   %36 = icmp slt i32 %35, 3
    >   br i1 %36, label %29, label %._crit_edge, !llvm.loop !9
    <   %36 = load i32, ptr %1, align 4
    <   %37 = icmp slt i32 %36, 3
    <   br i1 %37, label %29, label %._crit_edge, !llvm.loop !9
  in block %38 / %37:
    >   %.lcssa = phi i32 [ %35, %._crit_edge ], [ %27, %22 ]
    <   %.lcssa = phi i32 [ %split, %._crit_edge ], [ %27, %22 ]

in function Proc8:
  in block %19 / %19:
    >   %20 = getelementptr [4 x i8], ptr %14, i64 %8
    >   %21 = getelementptr i8, ptr %20, i64 16
    >   %22 = load i32, ptr %21, align 4
    >   %23 = add nsw i32 %22, 1
    >   store i32 %23, ptr %21, align 4
    <   %20 = getelementptr inbounds [204 x i8], ptr %1, i64 %6
    <   %21 = getelementptr [4 x i8], ptr %20, i64 %8
    <   %22 = getelementptr i8, ptr %21, i64 16
    <   %23 = load i32, ptr %22, align 4
    <   %24 = add nsw i32 %23, 1
    <   store i32 %24, ptr %22, align 4"
