round,edge_kind,enabler,enabled,prefix,reads_after_prefix,writes_after_prefix,new_writes_after_prefix,changed_writes_after_prefix
1,expansion,instcombine,loop-simplify,instcombine,loop:main:.preheader1.preheader,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader1;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader1:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,
1,expansion,instcombine,loop-rotate,instcombine,loop:main:.preheader1.preheader,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader1;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader1:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,
1,expansion,instcombine,licm,instcombine,inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;loop:main:.preheader1.preheader,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader1;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader1:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,inst:main:%13
1,expansion,instcombine,indvars,instcombine,loop:main:.preheader1.preheader,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader1;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader1:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit,
1,expansion,instcombine,loop-unroll,instcombine,inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%7;inst:main:%exitcond.not;inst:main:%indvars.iv3;inst:main:%wide.trip.count;inst:main:.lr.ph:2:br;inst:main:.preheader1:1:br;inst:main:.preheader:2:br;inst:main:bb2:1:call;inst:main:bb2:2:call;loop:main:.preheader;loop:main:.preheader1.preheader;loop:main:bb2,bb:main:.lr.ph.epil;bb:main:.lr.ph.epil.preheader;bb:main:.lr.ph.preheader;bb:main:.lr.ph.preheader.new;bb:main:.preheader.preheader1;bb:main:.preheader.preheader1.new;bb:main:.preheader.prol;bb:main:.preheader.prol.loopexit;bb:main:.preheader.prol.loopexit.unr-lcssa;bb:main:.preheader.prol.preheader;bb:main:.preheader1.loopexit;bb:main:.preheader1.loopexit.unr-lcssa;bb:main:.preheader1.preheader.loopexit;bb:main:.preheader1.preheader.loopexit.epilog-lcssa;bb:main:.preheader1.preheader.loopexit.unr-lcssa;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%53;inst:main:%54;inst:main:%55;inst:main:%56;inst:main:%57;inst:main:%58;inst:main:%59;inst:main:%60;inst:main:%61;inst:main:%62;inst:main:%63;inst:main:%64;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%7;inst:main:%70;inst:main:%epil.iter;inst:main:%epil.iter.cmp;inst:main:%epil.iter.next;inst:main:%exitcond.not;inst:main:%exitcond.not.epil;inst:main:%indvars.iv.next.1;inst:main:%indvars.iv.next.2;inst:main:%indvars.iv.next.3;inst:main:%indvars.iv.next.4;inst:main:%indvars.iv.next.5;inst:main:%indvars.iv.next.6;inst:main:%indvars.iv.next.7;inst:main:%indvars.iv.next.epil;inst:main:%indvars.iv.next3.1;inst:main:%indvars.iv.next3.2;inst:main:%indvars.iv.next3.3;inst:main:%indvars.iv.next3.prol;inst:main:%indvars.iv24.prol;inst:main:%indvars.iv24.unr;inst:main:%indvars.iv24.unr.ph;inst:main:%indvars.iv3;inst:main:%indvars.iv3.epil;inst:main:%indvars.iv3.epil.init;inst:main:%indvars.iv3.unr;inst:main:%lcmp.mod;inst:main:%lcmp.mod2;inst:main:%lcmp.mod4;inst:main:%niter;inst:main:%niter.ncmp.7;inst:main:%niter.next.7;inst:main:%prol.iter;inst:main:%prol.iter.cmp;inst:main:%prol.iter.next;inst:main:%unroll_iter;inst:main:%wide.trip.count;inst:main:%xtraiter;inst:main:%xtraiter3;inst:main:.lr.ph.epil.preheader:1:call;inst:main:.lr.ph.epil.preheader:2:br;inst:main:.lr.ph.epil:1:store;inst:main:.lr.ph.epil:2:br;inst:main:.lr.ph.preheader.new:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.lr.ph:2:br;inst:main:.lr.ph:2:store;inst:main:.lr.ph:3:store;inst:main:.lr.ph:4:store;inst:main:.lr.ph:5:store;inst:main:.lr.ph:6:store;inst:main:.lr.ph:7:store;inst:main:.lr.ph:8:store;inst:main:.lr.ph:9:br;inst:main:.preheader.preheader1.new:1:br;inst:main:.preheader.preheader1:1:br;inst:main:.preheader.prol.loopexit.unr-lcssa:1:br;inst:main:.preheader.prol.loopexit:1:br;inst:main:.preheader.prol.preheader:1:br;inst:main:.preheader.prol:1:store;inst:main:.preheader.prol:2:br;inst:main:.preheader1.loopexit.unr-lcssa:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit.epilog-lcssa:1:br;inst:main:.preheader1.preheader.loopexit.unr-lcssa:1:br;inst:main:.preheader1.preheader.loopexit:1:br;inst:main:.preheader1:1:br;inst:main:.preheader:2:br;inst:main:.preheader:2:store;inst:main:.preheader:3:store;inst:main:.preheader:4:store;inst:main:.preheader:5:br;inst:main:bb2:1:call;inst:main:bb2:2:call;loop:main:.lr.ph.epil;loop:main:.preheader;loop:main:.preheader.prol;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit.unr-lcssa;loop:main:bb2,inst:main:%exitcond.not;inst:main:%exitcond.not.epil;inst:main:%wide.trip.count;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit.unr-lcssa;loop:main:bb2,inst:main:%35;inst:main:%41;inst:main:%63;inst:main:%niter.ncmp.7
1,expansion,sccp,loop-simplify,sccp,,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader2;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader2:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br,bb:main:.preheader.preheader2;inst:main:.preheader.preheader2:1:br,
1,expansion,sccp,loop-rotate,sccp,,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader2;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader2:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br,bb:main:.preheader.preheader2;inst:main:.preheader.preheader2:1:br,
1,expansion,sccp,licm,sccp,inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader2;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader2:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br,bb:main:.preheader.preheader2;inst:main:.preheader.preheader2:1:br,
1,expansion,sccp,indvars,sccp,,bb:main:.lr.ph.preheader;bb:main:.preheader.preheader2;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader2:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br,bb:main:.preheader.preheader2;inst:main:.preheader.preheader2:1:br,
1,expansion,sccp,loop-unroll,sccp,inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%7;inst:main:%exitcond;inst:main:%indvars.iv3;inst:main:.lr.ph:2:br;inst:main:.preheader1:1:br;inst:main:.preheader:2:br;inst:main:bb2:1:call;inst:main:bb2:2:call;loop:main:.lr.ph;loop:main:.preheader;loop:main:.preheader.preheader,bb:main:.lr.ph.epil;bb:main:.lr.ph.epil.preheader;bb:main:.lr.ph.preheader;bb:main:.lr.ph.preheader.new;bb:main:.preheader.preheader2;bb:main:.preheader.preheader2.new;bb:main:.preheader.prol;bb:main:.preheader.prol.loopexit;bb:main:.preheader.prol.loopexit.unr-lcssa;bb:main:.preheader.prol.preheader;bb:main:.preheader1.loopexit;bb:main:.preheader1.loopexit.unr-lcssa;bb:main:.preheader1.preheader.loopexit;bb:main:.preheader1.preheader.loopexit.epilog-lcssa;bb:main:.preheader1.preheader.loopexit.unr-lcssa;inst:main:%11;inst:main:%12;inst:main:%13;inst:main:%14;inst:main:%15;inst:main:%16;inst:main:%17;inst:main:%18;inst:main:%19;inst:main:%20;inst:main:%21;inst:main:%22;inst:main:%23;inst:main:%24;inst:main:%25;inst:main:%26;inst:main:%27;inst:main:%28;inst:main:%29;inst:main:%30;inst:main:%31;inst:main:%32;inst:main:%33;inst:main:%34;inst:main:%35;inst:main:%36;inst:main:%37;inst:main:%38;inst:main:%39;inst:main:%40;inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%53;inst:main:%54;inst:main:%55;inst:main:%56;inst:main:%57;inst:main:%58;inst:main:%59;inst:main:%60;inst:main:%61;inst:main:%62;inst:main:%63;inst:main:%64;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%7;inst:main:%70;inst:main:%epil.iter;inst:main:%epil.iter.cmp;inst:main:%epil.iter.next;inst:main:%exitcond;inst:main:%exitcond.epil;inst:main:%indvars.iv.next.1;inst:main:%indvars.iv.next.2;inst:main:%indvars.iv.next.3;inst:main:%indvars.iv.next.4;inst:main:%indvars.iv.next.5;inst:main:%indvars.iv.next.6;inst:main:%indvars.iv.next.7;inst:main:%indvars.iv.next.epil;inst:main:%indvars.iv.next3.1;inst:main:%indvars.iv.next3.2;inst:main:%indvars.iv.next3.3;inst:main:%indvars.iv.next3.prol;inst:main:%indvars.iv24.prol;inst:main:%indvars.iv24.unr;inst:main:%indvars.iv24.unr.ph;inst:main:%indvars.iv3;inst:main:%indvars.iv3.epil;inst:main:%indvars.iv3.epil.init;inst:main:%indvars.iv3.unr;inst:main:%lcmp.mod;inst:main:%lcmp.mod3;inst:main:%lcmp.mod5;inst:main:%niter;inst:main:%niter.ncmp.7;inst:main:%niter.next.7;inst:main:%prol.iter;inst:main:%prol.iter.cmp;inst:main:%prol.iter.next;inst:main:%unroll_iter;inst:main:%xtraiter;inst:main:%xtraiter4;inst:main:.lr.ph.epil.preheader:1:call;inst:main:.lr.ph.epil.preheader:2:br;inst:main:.lr.ph.epil:1:store;inst:main:.lr.ph.epil:2:br;inst:main:.lr.ph.preheader.new:1:br;inst:main:.lr.ph.preheader:1:br;inst:main:.lr.ph:2:br;inst:main:.lr.ph:2:store;inst:main:.lr.ph:3:store;inst:main:.lr.ph:4:store;inst:main:.lr.ph:5:store;inst:main:.lr.ph:6:store;inst:main:.lr.ph:7:store;inst:main:.lr.ph:8:store;inst:main:.lr.ph:9:br;inst:main:.preheader.preheader2.new:1:br;inst:main:.preheader.preheader2:1:br;inst:main:.preheader.prol.loopexit.unr-lcssa:1:br;inst:main:.preheader.prol.loopexit:1:br;inst:main:.preheader.prol.preheader:1:br;inst:main:.preheader.prol:1:store;inst:main:.preheader.prol:2:br;inst:main:.preheader1.loopexit.unr-lcssa:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit.epilog-lcssa:1:br;inst:main:.preheader1.preheader.loopexit.unr-lcssa:1:br;inst:main:.preheader1.preheader.loopexit:1:br;inst:main:.preheader1:1:br;inst:main:.preheader:2:br;inst:main:.preheader:2:store;inst:main:.preheader:3:store;inst:main:.preheader:4:store;inst:main:.preheader:5:br;inst:main:bb2:1:call;inst:main:bb2:2:call;loop:main:.lr.ph;loop:main:.lr.ph.epil;loop:main:.preheader;loop:main:.preheader.preheader;loop:main:.preheader.prol,bb:main:.preheader.preheader2;bb:main:.preheader.preheader2.new;inst:main:%lcmp.mod3;inst:main:%lcmp.mod5;inst:main:%xtraiter4;inst:main:.preheader.preheader2.new:1:br;inst:main:.preheader.preheader2:1:br,
