pass_a,pass_b,classification,dependency_kinds,dependency_strength,read_write_strength,enablement_strength,uncertainty_risk,wa_intersect_rb,wb_intersect_ra,wa_intersect_wb,strong_intersections,weak_intersections,intersection_token_kinds,overlap_pattern,enablement_edge_kinds,enablement_edges,enablement_evidence
adce,dce,independent,,none,none,none,none,,,,,,,none,,,
adce,early-cse,independent,,none,none,none,none,,,,,,,none,,,
adce,gvn,independent,,none,none,none,none,,,,,,,none,,,
adce,indvars,independent,,none,none,none,none,,,,,,,none,,,
adce,instcombine,independent,,none,none,none,none,,,,,,,none,,,
adce,licm,independent,,none,none,none,none,,,,,,,none,,,
adce,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
adce,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
adce,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->adce,kind=activation round=1 prefix=loop-unroll writes=inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%53;inst:main:%54;inst:main:%55;inst:main:%56;inst:main:%57;inst:main:%58;inst:main:%59;inst:main:%60;inst:main:%61;inst:main:%62;inst:main:%63;inst:main:%64;inst:main:%65;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%70;inst:main:%exitcond.epil
adce,reassociate,independent,,none,none,none,none,,,,,,,none,,,
adce,sccp,independent,,none,none,none,none,,,,,,,none,,,
adce,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
dce,early-cse,independent,,none,none,none,none,,,,,,,none,,,
dce,gvn,independent,,none,none,none,none,,,,,,,none,,,
dce,indvars,independent,,none,none,none,none,,,,,,,none,,,
dce,instcombine,independent,,none,none,none,none,,,,,,,none,,,
dce,licm,independent,,none,none,none,none,,,,,,,none,,,
dce,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
dce,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
dce,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->dce,kind=activation round=1 prefix=loop-unroll writes=inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%53;inst:main:%54;inst:main:%55;inst:main:%56;inst:main:%57;inst:main:%58;inst:main:%59;inst:main:%60;inst:main:%61;inst:main:%62;inst:main:%63;inst:main:%64;inst:main:%65;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%70;inst:main:%exitcond.epil
dce,reassociate,independent,,none,none,none,none,,,,,,,none,,,
dce,sccp,independent,,none,none,none,none,,,,,,,none,,,
dce,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
early-cse,gvn,independent,,none,none,none,none,,,,,,,none,,,
early-cse,indvars,independent,,none,none,none,none,,,,,,,none,,,
early-cse,instcombine,independent,,none,none,none,none,,,,,,,none,,,
early-cse,licm,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
early-cse,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->early-cse,kind=activation round=1 prefix=loop-unroll writes=inst:main:%41;inst:main:%42;inst:main:%43;inst:main:%44;inst:main:%45;inst:main:%46;inst:main:%47;inst:main:%48;inst:main:%49;inst:main:%50;inst:main:%51;inst:main:%52;inst:main:%53;inst:main:%54;inst:main:%55;inst:main:%56;inst:main:%57;inst:main:%58;inst:main:%59;inst:main:%60;inst:main:%61;inst:main:%62;inst:main:%63;inst:main:%64;inst:main:%65;inst:main:%66;inst:main:%67;inst:main:%68;inst:main:%69;inst:main:%70;inst:main:%exitcond.epil;inst:main:%indvars.iv24.unr.ph;inst:main:%indvars.iv3.unr
early-cse,reassociate,independent,,none,none,none,none,,,,,,,none,,,
early-cse,sccp,independent,,none,none,none,none,,,,,,,none,,,
early-cse,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
gvn,indvars,independent,,none,none,none,none,,,,,,,none,,,
gvn,instcombine,independent,,none,none,none,none,,,,,,,none,,,
gvn,licm,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-rotate,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-simplify,independent,,none,none,none,none,,,,,,,none,,,
gvn,loop-unroll,dependent,enablement,strong,none,strong,none,,,,,,,none,activation,loop-unroll->gvn,kind=activation round=1 prefix=loop-unroll writes=inst:main:%indvars.iv24.unr.ph;inst:main:%indvars.iv3.unr
gvn,reassociate,independent,,none,none,none,none,,,,,,,none,,,
gvn,sccp,independent,,none,none,none,none,,,,,,,none,,,
gvn,simplifycfg,independent,,none,none,none,none,,,,,,,none,,,
indvars,instcombine,dependent,enablement,strong,none,strong,none,,,,,,,none,expansion,instcombine->indvars;indvars->instcombine,kind=expansion round=1 prefix=instcombine writes=bb:main:.lr.ph.preheader;bb:main:.preheader.preheader1;bb:main:.preheader1.loopexit;bb:main:.preheader1.preheader.loopexit;inst:main:.lr.ph.preheader:1:br;inst:main:.preheader.preheader1:1:br;inst:main:.preheader1.loopexit:1:br;inst:main:.preheader1.preheader.loopexit:1:br;loop:main:.preheader1.preheader;loop:main:.preheader1.preheader.loopexit;kind=expansion round=1 prefix=indvars writes=inst:main:%16;inst:main:%22;inst:main:%exitcond;inst:main:%exitcond.not;inst:main:%exitcond1;inst:main:%exitcond1.not;inst:main:%exitcond5;inst:main:%exitcond5.not;inst:main:%wide.trip.count;loop:main:.lr.ph;loop:main:.preheader.preheader;loop:main:.preheader1.preheader.loopexit;loop:main:bb2
