pass_a,pass_b,commute,ab_path,ba_path,details
simplifycfg,gvn,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__gvn.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\gvn__then__simplifycfg.ll,
simplifycfg,sccp,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__sccp.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\sccp__then__simplifycfg.ll,
simplifycfg,loop-simplify,false,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__loop-simplify.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\loop-simplify__then__simplifycfg.ll,"in function Initmatrix:
  in block %.preheader / %5:
    >   %6 = phi i32 [ %16, %8 ], [ 1, %2 ]
    >   %7 = icmp samesign ult i32 %6, 41
    >   br i1 %7, label %8, label %17
    <   br label %5

in function Intmm:
  in block %.preheader / %5:
    >   %6 = phi i32 [ %13, %8 ], [ 1, %2 ]
    >   %7 = icmp samesign ult i32 %6, 41
    >   br i1 %7, label %8, label %14
    <   br label %5"
simplifycfg,loop-rotate,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__loop-rotate.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\loop-rotate__then__simplifycfg.ll,
simplifycfg,licm,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__licm.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\licm__then__simplifycfg.ll,
simplifycfg,indvars,false,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__indvars.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\indvars__then__simplifycfg.ll,"in function Initmatrix:
  in block %.preheader / %3:
    >   %indvars.iv = phi i64 [ %indvars.iv.next, %4 ], [ 1, %2 ]
    >   %exitcond = icmp ne i64 %indvars.iv, 41
    >   br i1 %exitcond, label %4, label %10
    <   br label %3

in function Intmm:
  in block %.preheader / %3:
    >   %indvars.iv = phi i64 [ %indvars.iv.next, %4 ], [ 1, %2 ]
    >   %exitcond = icmp ne i64 %indvars.iv, 41
    >   br i1 %exitcond, label %4, label %9
    <   br label %3"
simplifycfg,loop-unroll,false,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\simplifycfg__then__loop-unroll.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\loop-unroll__then__simplifycfg.ll,"in function Initmatrix:
  in block %.preheader / %5:
    >   %6 = phi i32 [ %16, %8 ], [ 1, %2 ]
    >   %7 = icmp samesign ult i32 %6, 41
    >   br i1 %7, label %8, label %17
    <   br label %5

in function Innerproduct:
  in block %6 / %6:
    >   %7 = phi i32 [ 0, %5 ], [ %33, %10 ]
    >   %8 = phi i32 [ 1, %5 ], [ %34, %10 ]
    <   %7 = phi i32 [ 0, %5 ], [ %34, %23 ]
    <   %8 = phi i32 [ 1, %5 ], [ %35, %23 ]
  in block %10 / %10:
    in instruction   br label %23 /   br label %6, !llvm.loop !7:
      successor %23 cannot be equivalent to %6; it's already equivalent to %10
    >   %23 = sext i32 %3 to i64
    >   %24 = getelementptr inbounds [164 x i8], ptr %1, i64 %23
    >   %25 = zext nneg i32 %22 to i64
    >   %26 = getelementptr inbounds nuw [4 x i8], ptr %24, i64 %25
    >   %27 = load i32, ptr %26, align 4
    >   %28 = getelementptr inbounds nuw [164 x i8], ptr %2, i64 %25
    >   %29 = sext i32 %4 to i64
    >   %30 = getelementptr inbounds [4 x i8], ptr %28, i64 %29
    >   %31 = load i32, ptr %30, align 4
    >   %32 = mul nsw i32 %27, %31
    >   %33 = add nsw i32 %21, %32
    >   store i32 %33, ptr %0, align 4
    >   %34 = add nuw nsw i32 %8, 2
  in block %23 / %10:
    >   %11 = sext i32 %3 to i64
    >   %12 = getelementptr inbounds [164 x i8], ptr %1, i64 %11
    >   %13 = zext nneg i32 %8 to i64
    >   %14 = getelementptr inbounds nuw [4 x i8], ptr %12, i64 %13
    >   %15 = load i32, ptr %14, align 4
    >   %16 = getelementptr inbounds nuw [164 x i8], ptr %2, i64 %13
    >   %17 = sext i32 %4 to i64
    >   %18 = getelementptr inbounds [4 x i8], ptr %16, i64 %17
    >   %19 = load i32, ptr %18, align 4
    >   %20 = mul nsw i32 %15, %19
    >   %21 = add nsw i32 %7, %20
    >   store i32 %21, ptr %0, align 4
    >   %22 = add nuw nsw i32 %8, 1

in function Intmm:
  in block %.preheader / %5:
    >   %6 = phi i32 [ %13, %8 ], [ 1, %2 ]
    >   %7 = icmp samesign ult i32 %6, 41
    >   br i1 %7, label %8, label %14
    <   br label %5

in function main:
  in block %0 / %0:
    >   call void @Intmm(i32 noundef 0)
    >   call void @Intmm(i32 noundef 1)
    >   call void @Intmm(i32 noundef 2)
    >   call void @Intmm(i32 noundef 3)
    >   call void @Intmm(i32 noundef 4)
    >   call void @Intmm(i32 noundef 5)
    >   call void @Intmm(i32 noundef 6)
    >   call void @Intmm(i32 noundef 7)
    >   call void @Intmm(i32 noundef 8)
    >   call void @Intmm(i32 noundef 9)
    >   ret i32 0
    <   br label %1"
early-cse,gvn,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\early-cse__then__gvn.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\gvn__then__early-cse.ll,
early-cse,sccp,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\early-cse__then__sccp.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\sccp__then__early-cse.ll,
early-cse,loop-simplify,true,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\early-cse__then__loop-simplify.ll,results\paper_full\Stanford_IntMM\round_001\analysis\Stanford_IntMM\commutativity\loop-simplify__then__early-cse.ll,
