pass_a,pass_b,commute,ab_path,ba_path,details
early-cse,sccp,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\early-cse__then__sccp.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\sccp__then__early-cse.ll,
early-cse,loop-rotate,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\early-cse__then__loop-rotate.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-rotate__then__early-cse.ll,"in function Proc0:
  in block %._crit_edge:
    <   %split = phi double [ %29, %24 ]
  in block %31 / %31:
    >   %.lcssa = phi double [ %29, %._crit_edge ], [ %.pre, %18 ]
    <   %.lcssa = phi double [ %split, %._crit_edge ], [ %.pre, %18 ]"
early-cse,licm,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\early-cse__then__licm.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\licm__then__early-cse.ll,"in function Proc0:
  in block %33 / %33:
    <   %.lcssa = phi double [ %26, %25 ]

in function Proc8:
  in block %20 / %20:
    >   %21 = getelementptr [8 x i8], ptr %12, i64 %7
    >   %22 = getelementptr i8, ptr %21, i64 -8
    >   %23 = load double, ptr %22, align 8
    >   %24 = fadd double %23, 1.000000e+00
    >   store double %24, ptr %22, align 8
    <   %21 = getelementptr inbounds [408 x i8], ptr %1, i64 %7
    <   %22 = getelementptr [8 x i8], ptr %21, i64 %7
    <   %23 = getelementptr i8, ptr %22, i64 -8
    <   %24 = load double, ptr %23, align 8
    <   %25 = fadd double %24, 1.000000e+00
    <   store double %25, ptr %23, align 8
        %26 = load double, ptr %8, align 8
    >   %26 = getelementptr i8, ptr %12, i64 8160
    >   %27 = getelementptr inbounds [8 x i8], ptr %26, i64 %7
    >   store double %25, ptr %27, align 8
    <   %27 = getelementptr i8, ptr %21, i64 8160
    <   %28 = getelementptr inbounds [8 x i8], ptr %27, i64 %7
    <   store double %26, ptr %28, align 8"
early-cse,indvars,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\early-cse__then__indvars.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\indvars__then__early-cse.ll,"in function Proc0:
  in block %33 / %33:
    <   %.lcssa = phi double [ %26, %25 ]"
early-cse,loop-unroll,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\early-cse__then__loop-unroll.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-unroll__then__early-cse.ll,"in function Proc0:
  in block %33 / %33:
    <   %.lcssa = phi double [ %26, %25 ]"
gvn,sccp,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\gvn__then__sccp.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\sccp__then__gvn.ll,"in function Proc0:
  in block %0 / %0:
    >   %6 = call i32 @clock() #7
    >   %7 = call i32 @clock() #7
    >   %8 = call dereferenceable_or_null(56) ptr @malloc(i64 noundef 56) #8
    >   store ptr %8, ptr @PtrGlbNext, align 8
    >   %9 = call dereferenceable_or_null(56) ptr @malloc(i64 noundef 56) #8
    >   store ptr %9, ptr @PtrGlb, align 8
    >   %10 = load ptr, ptr @PtrGlbNext, align 8
    >   store ptr %10, ptr %9, align 8
    >   %11 = getelementptr inbounds nuw i8, ptr %9, i64 8
    >   store i32 0, ptr %11, align 8
    >   %12 = getelementptr inbounds nuw i8, ptr %9, i64 12
    >   store i32 10001, ptr %12, align 4
    >   %13 = getelementptr inbounds nuw i8, ptr %9, i64 16
    >   store double 4.000000e+01, ptr %13, align 8
    >   %14 = getelementptr inbounds nuw i8, ptr %9, i64 24
    >   call void @llvm.memcpy.p0.p0.i64(ptr noundef nonnull align 1 dereferenceable(31) %14, ptr noundef nonnull align 1 dereferenceable(31) @.str.1, i64 31, i1 false) #7
    >   call void @llvm.memcpy.p0.p0.i64(ptr noundef nonnull align 16 dereferenceable(31) %4, ptr noundef nonnull align 1 dereferenceable(31) @.str.2, i64 31, i1 false) #7
    >   store double 1.000000e+01, ptr getelementptr inbounds nuw (i8, ptr @Array2Glob, i64 3320), align 8"
gvn,loop-rotate,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\gvn__then__loop-rotate.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-rotate__then__gvn.ll,"in function Proc0:
  in block %7 / %7:
    in instruction   br i1 false, label %7, label %8, !llvm.loop !7 /   br i1 false, label %._crit_edge7, label %8, !llvm.loop !7:
      successor %7 cannot be equivalent to %._crit_edge7; it's already equivalent to %7
  in block %._crit_edge:
    <   %split = phi double [ %29, %24 ]
  in block %31 / %31:
    >   %.lcssa = phi double [ %29, %._crit_edge ], [ %.pre, %18 ]
    <   %.lcssa = phi double [ %split, %._crit_edge ], [ %.pre, %18 ]"
gvn,licm,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\gvn__then__licm.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\licm__then__gvn.ll,"in function Proc0:
  in block %33 / %33:
    <   %.lcssa = phi double [ %26, %25 ]

in function Proc8:
  in block %20 / %20:
    >   %21 = getelementptr [8 x i8], ptr %12, i64 %7
    >   %22 = getelementptr i8, ptr %21, i64 -8
    >   %23 = load double, ptr %22, align 8
    >   %24 = fadd double %23, 1.000000e+00
    >   store double %24, ptr %22, align 8
    <   %21 = getelementptr inbounds [408 x i8], ptr %1, i64 %7
    <   %22 = getelementptr [8 x i8], ptr %21, i64 %7
    <   %23 = getelementptr i8, ptr %22, i64 -8
    <   %24 = load double, ptr %23, align 8
    <   %25 = fadd double %24, 1.000000e+00
    <   store double %25, ptr %23, align 8
        %26 = load double, ptr %8, align 8
    >   %26 = getelementptr i8, ptr %12, i64 8160
    >   %27 = getelementptr inbounds [8 x i8], ptr %26, i64 %7
    >   store double %25, ptr %27, align 8
    <   %27 = getelementptr i8, ptr %21, i64 8160
    <   %28 = getelementptr inbounds [8 x i8], ptr %27, i64 %7
    <   store double %26, ptr %28, align 8"
gvn,indvars,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\gvn__then__indvars.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\indvars__then__gvn.ll,"in function Proc0:
  in block %33 / %33:
    <   %.lcssa = phi double [ %26, %25 ]"
gvn,loop-unroll,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\gvn__then__loop-unroll.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-unroll__then__gvn.ll,"in function Proc0:
  in block %0 / %0:
    >   br i1 false, label %7, label %8
    <   br label %7"
sccp,loop-rotate,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\sccp__then__loop-rotate.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-rotate__then__sccp.ll,
sccp,licm,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\sccp__then__licm.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\licm__then__sccp.ll,
sccp,indvars,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\sccp__then__indvars.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\indvars__then__sccp.ll,
sccp,loop-unroll,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\sccp__then__loop-unroll.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-unroll__then__sccp.ll,
loop-rotate,licm,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-rotate__then__licm.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\licm__then__loop-rotate.ll,"in function Proc8:
  in block %4 / %4:
    >   %12 = getelementptr inbounds [408 x i8], ptr %1, i64 %7"
loop-rotate,indvars,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-rotate__then__indvars.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\indvars__then__loop-rotate.ll,
loop-rotate,loop-unroll,false,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-rotate__then__loop-unroll.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-unroll__then__loop-rotate.ll,"in function Proc0:
  in block %7 / %7:
    >   br i1 false, label %8, label %9
    <   %8 = call i32 @clock() #7
    <   %9 = call dereferenceable_or_null(56) ptr @malloc(i64 noundef 56) #8
    <   store ptr %9, ptr @PtrGlbNext, align 8
    <   %10 = call dereferenceable_or_null(56) ptr @malloc(i64 noundef 56) #8
    <   store ptr %10, ptr @PtrGlb, align 8
    <   %11 = load ptr, ptr @PtrGlbNext, align 8
    <   store ptr %11, ptr %10, align 8
    <   %12 = getelementptr inbounds nuw i8, ptr %10, i64 8
    <   store i32 0, ptr %12, align 8
    <   %13 = getelementptr inbounds nuw i8, ptr %10, i64 12
    <   store i32 10001, ptr %13, align 4
    <   %14 = getelementptr inbounds nuw i8, ptr %10, i64 16
    <   store double 4.000000e+01, ptr %14, align 8
    <   %15 = getelementptr inbounds nuw i8, ptr %10, i64 24
    <   call void @llvm.memcpy.p0.p0.i64(ptr noundef nonnull align 1 dereferenceable(31) %15, ptr noundef nonnull align 1 dereferenceable(31) @.str.1, i64 31, i1 false) #7
    <   call void @llvm.memcpy.p0.p0.i64(ptr noundef nonnull align 16 dereferenceable(31) %4, ptr noundef nonnull align 1 dereferenceable(31) @.str.2, i64 31, i1 false) #7
    <   store double 1.000000e+01, ptr getelementptr inbounds nuw (i8, ptr @Array2Glob, i64 3320), align 8
    <   %16 = call i32 @clock() #7
    <   br label %17"
licm,indvars,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\licm__then__indvars.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\indvars__then__licm.ll,
licm,loop-unroll,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\licm__then__loop-unroll.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-unroll__then__licm.ll,
indvars,loop-unroll,true,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\indvars__then__loop-unroll.ll,results\paper_full\Dhrystone_fldry\round_004\analysis\Dhrystone_fldry\commutativity\loop-unroll__then__indvars.ll,
