round,benchmark,pass,scheduler_class,blocking_reasons,incident_pairs,safe_edge_count,total_edge_count,safe_edge_ratio
0,Misc_flops_2,adce,decision_required,needs_attribution;order_sensitive,"adce,dce:likely_independent;adce,early-cse:likely_independent;adce,gvn:needs_attribution;adce,indvars:confirmed_independent;adce,instcombine:likely_independent;adce,licm:needs_attribution;adce,loop-rotate:needs_attribution;adce,loop-unroll:confirmed_independent;adce,mem2reg:order_sensitive;adce,reassociate:likely_independent;adce,sccp:confirmed_independent;adce,simplifycfg:needs_attribution;adce,sroa:order_sensitive",7,13,0.5385
0,Misc_flops_2,dce,decision_required,needs_attribution;order_sensitive,"adce,dce:likely_independent;dce,early-cse:likely_independent;dce,gvn:needs_attribution;dce,indvars:confirmed_independent;dce,instcombine:likely_independent;dce,licm:needs_attribution;dce,loop-rotate:needs_attribution;dce,loop-unroll:confirmed_independent;dce,mem2reg:order_sensitive;dce,reassociate:likely_independent;dce,sccp:confirmed_independent;dce,simplifycfg:needs_attribution;dce,sroa:order_sensitive",7,13,0.5385
0,Misc_flops_2,early-cse,decision_required,needs_attribution;order_sensitive,"adce,early-cse:likely_independent;dce,early-cse:likely_independent;early-cse,gvn:needs_attribution;early-cse,indvars:order_sensitive;early-cse,instcombine:needs_attribution;early-cse,licm:order_sensitive;early-cse,loop-rotate:order_sensitive;early-cse,loop-unroll:order_sensitive;early-cse,mem2reg:order_sensitive;early-cse,reassociate:order_sensitive;early-cse,sccp:confirmed_independent;early-cse,simplifycfg:needs_attribution;early-cse,sroa:order_sensitive",3,13,0.2308
0,Misc_flops_2,gvn,decision_required,needs_attribution;order_sensitive,"adce,gvn:needs_attribution;dce,gvn:needs_attribution;early-cse,gvn:needs_attribution;gvn,indvars:order_sensitive;gvn,instcombine:order_sensitive;gvn,licm:order_sensitive;gvn,loop-rotate:order_sensitive;gvn,loop-unroll:order_sensitive;gvn,mem2reg:order_sensitive;gvn,reassociate:order_sensitive;gvn,sccp:confirmed_independent;gvn,simplifycfg:likely_independent;gvn,sroa:order_sensitive",2,13,0.1538
0,Misc_flops_2,indvars,decision_required,order_sensitive,"adce,indvars:confirmed_independent;dce,indvars:confirmed_independent;early-cse,indvars:order_sensitive;gvn,indvars:order_sensitive;indvars,instcombine:confirmed_independent;indvars,licm:order_sensitive;indvars,loop-rotate:confirmed_independent;indvars,loop-unroll:confirmed_independent;indvars,mem2reg:order_sensitive;indvars,reassociate:confirmed_independent;indvars,sccp:confirmed_independent;indvars,simplifycfg:confirmed_independent;indvars,sroa:order_sensitive",8,13,0.6154
0,Misc_flops_2,instcombine,decision_required,needs_attribution;order_sensitive,"adce,instcombine:likely_independent;dce,instcombine:likely_independent;early-cse,instcombine:needs_attribution;gvn,instcombine:order_sensitive;indvars,instcombine:confirmed_independent;instcombine,licm:order_sensitive;instcombine,loop-rotate:order_sensitive;instcombine,loop-unroll:confirmed_independent;instcombine,mem2reg:order_sensitive;instcombine,reassociate:order_sensitive;instcombine,sccp:confirmed_independent;instcombine,simplifycfg:needs_attribution;instcombine,sroa:order_sensitive",5,13,0.3846
0,Misc_flops_2,licm,decision_required,needs_attribution;order_sensitive,"adce,licm:needs_attribution;dce,licm:needs_attribution;early-cse,licm:order_sensitive;gvn,licm:order_sensitive;indvars,licm:order_sensitive;instcombine,licm:order_sensitive;licm,loop-rotate:order_sensitive;licm,loop-unroll:confirmed_independent;licm,mem2reg:order_sensitive;licm,reassociate:order_sensitive;licm,sccp:confirmed_independent;licm,simplifycfg:needs_attribution;licm,sroa:order_sensitive",2,13,0.1538
0,Misc_flops_2,loop-rotate,decision_required,needs_attribution;order_sensitive,"adce,loop-rotate:needs_attribution;dce,loop-rotate:needs_attribution;early-cse,loop-rotate:order_sensitive;gvn,loop-rotate:order_sensitive;indvars,loop-rotate:confirmed_independent;instcombine,loop-rotate:order_sensitive;licm,loop-rotate:order_sensitive;loop-rotate,loop-unroll:confirmed_independent;loop-rotate,mem2reg:order_sensitive;loop-rotate,reassociate:needs_attribution;loop-rotate,sccp:confirmed_independent;loop-rotate,simplifycfg:order_sensitive;loop-rotate,sroa:order_sensitive",3,13,0.2308
0,Misc_flops_2,loop-unroll,decision_required,order_sensitive,"adce,loop-unroll:confirmed_independent;dce,loop-unroll:confirmed_independent;early-cse,loop-unroll:order_sensitive;gvn,loop-unroll:order_sensitive;indvars,loop-unroll:confirmed_independent;instcombine,loop-unroll:confirmed_independent;licm,loop-unroll:confirmed_independent;loop-rotate,loop-unroll:confirmed_independent;loop-unroll,mem2reg:order_sensitive;loop-unroll,reassociate:confirmed_independent;loop-unroll,sccp:confirmed_independent;loop-unroll,simplifycfg:confirmed_independent;loop-unroll,sroa:order_sensitive",9,13,0.6923
0,Misc_flops_2,mem2reg,decision_required,needs_attribution;order_sensitive,"adce,mem2reg:order_sensitive;dce,mem2reg:order_sensitive;early-cse,mem2reg:order_sensitive;gvn,mem2reg:order_sensitive;indvars,mem2reg:order_sensitive;instcombine,mem2reg:order_sensitive;licm,mem2reg:order_sensitive;loop-rotate,mem2reg:order_sensitive;loop-unroll,mem2reg:order_sensitive;mem2reg,reassociate:order_sensitive;mem2reg,sccp:order_sensitive;mem2reg,simplifycfg:needs_attribution;mem2reg,sroa:order_sensitive",0,13,0.0
